"","cluster1","cluster2","cluster3","cluster4","cluster5","cluster6","cluster7","cluster8","cluster9","cluster10"
"1",0.30738205559485,-0.296906932389208,-0.243590765783228,-0.693107829280668,0.702426545646535,-0.575567946480186,-7.74294624189561,-0.260524871541289,-0.90460515988184,-1.09283178244562
"2",-1.02552973379939,-0.338023300240913,-0.243590765783213,0.982582733071224,3.90609713811176,-2.00745121048534,0.348639980716027,-0.69846342984634,-0.904605159881873,-1.09283178244553
"3",0.375898743681174,1.81376966361864,0.880167008013472,0.743254265388163,-1.86535380261,-0.17485713188663,-1.23672092188673,-0.0397555192576678,-0.90460515988187,0.0625229600753445
"4",1.32290022552289,-0.157751895749534,0.880167008013467,-0.693107829280698,-1.57400667366544,1.88694299431205,2.68888791360986,1.28425625114369,-0.90460515988187,0.0625229600753443
"5",-2.42957860179283,1.67461462697896,-1.29502824324045,-0.693107829280698,-0.856573704928147,1.02221569098875,-0.374746515340358,-0.263808308646797,-0.90460515988187,-1.09283178244553
"6",0.126403521143657,-1.66773083011271,0.880167008013467,-0.693107829280698,-1.04517774772073,-0.578533596132653,-0.123571742237421,-0.691321682817762,0.477077715311546,-1.09283178244553
"7",0.757985401843171,0.557186421967268,0.880167008013467,5.72951255180645,4.46272468422792,-1.09613220817729,1.06776922623447,-1.56469371390209,-0.90460515988187,-1.09283178244553
"8",-2.97722738554731,-0.083642222044186,-1.29502824324045,-0.693107829280698,-0.0493071479184105,-1.06533643454482,1.42201202714857,-2.6877790600604,-0.90460515988187,0.0625229600753443
"9",-0.276220068339724,2.16618941060333,-1.29502824324045,2.14947763383814,-0.327744778983436,0.608679402142284,-0.905591177209932,0.611954499821929,-0.90460515988187,-1.09283178244553
"10",0.30689580201239,-1.32417976690656,1.92786551867163,-0.693107829280698,-1.04517774772072,-2.53698661442708,1.09569255876246,4.94875620378824,-0.90460515988187,-1.09283178244553
"11",-1.08743464877963,1.46134991663395,-1.29502824324045,-0.693107829280698,5.04363725289671,-4.17731965599788,0.50535535516435,-0.697427386970769,0.341796780815014,1.41176670328291
"12",-0.714990911469251,0.418031385327591,0.804107744874955,-0.693107829280698,5.05667967151281,-2.94882819124287,0.804740574652313,-0.462228347164839,0.477077715311546,2.80634902427815
"13",-2.00102312165093,1.81376966361864,3.3859329836006,0.982582733071227,-1.04517774772072,0.30433773886423,0.808363533739446,-1.34023807749843,0.341796780815014,2.80634902427815
"14",-2.60708280003936,-0.371016606094535,0.804107744874955,-0.693107829280698,-1.57400667366544,0.840209227732075,1.93740276903722,-2.00286352578321,-0.90460515988187,-1.09283178244553
"15",-1.76953055833944,-1.17615604648834,-1.29502824324045,-0.693107829280698,0.479521778026306,-0.160550939958987,2.1302952352006,-1.5524827779612,-0.90460515988187,-1.09283178244553
"16",0.727529040006326,1.67461462697896,-0.243590765783214,4.29315045713761,-1.86535380260999,0.294213381871889,0.266236776526363,-0.691062691322745,-0.90460515988187,-1.09283178244553
"17",-1.92599247394783,-1.95712511262439,-1.29502824324045,-0.693107829280698,1.52260260053578,-2.53940978517383,1.83934325109045,-1.7987100450021,3.39132400357573,-1.09283178244553
"18",-2.04352287817713,1.67461462697896,1.92786551867163,-0.693107829280698,-1.86535380260999,0.98039434096864,-0.764532116518716,4.94875620378824,-0.90460515988187,-1.09283178244553
"19",-0.137088781845327,-1.4544661197677,2.26217520980392,-0.693107829280698,3.08592108322248,-2.27266838505511,-0.0688018188054247,-0.907021846188998,-0.90460515988187,2.80634902427815
"20",0.993682861545799,1.81376966361864,-0.247329732582286,2.14947763383814,-1.57400667366544,1.14464466470128,0.978731477735916,-0.925971682143942,-0.90460515988187,-1.09283178244553
"21",-2.85108340499712,1.81376966361864,-0.247329732582286,-0.693107829280698,1.0984134401825,-2.26493285459969,0.97745650253822,-0.914222820990684,0.477077715311546,-1.09283178244553
"22",-0.998488325443319,-0.296906932389199,-0.243590765783214,-0.693107829280698,-1.04517774772072,-1.74623379267346,1.87892222852395,-1.59251466812483,-0.90460515988187,-1.09283178244553
