cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,cluster9,cluster10,cluster11,evac_decision
-0.757029038,-1.952906583,-1.71109721,1.105898995,2.469956625,-0.910019802,0.441924004,-8.723354734,0.178013801,2.42029074,0.816675378,0
-1.031375586,1.15693768,2.237716851,-0.731814671,0.122369474,-0.910019802,-1.886531932,1.766830527,-1.959127405,-1.290729733,1.177104507,0
0.671972708,0.685978002,-1.71109721,-0.731814671,-1.58380602,2.086218765,3.676573315,0.560670741,4.790041753,1.138215944,-2.064597156,1
1.545693271,-0.818379995,-1.3478668,-0.731814671,1.761124366,-0.910019802,1.44597776,-0.057133926,4.790041753,2.42029074,0.140336421,0
1.282953399,-0.830145706,1.51125603,-0.731814671,1.761124366,-0.910019802,0.175572504,1.945724558,-1.515351915,-1.290729733,0.934076003,0
1.086607637,0.219069165,-1.3478668,-0.731814671,0.76378113,2.086218765,1.681266023,-0.211545168,-2.168744594,1.138215944,0.291500129,0
0.231462934,-0.176390445,-0.621405979,3.946820965,-1.58380602,-0.910019802,-2.444050599,0.00651851,-0.678687723,-1.290729733,1.448273136,0
1.480109609,-0.80245767,-1.3478668,-0.731814671,0.76378113,-0.910019802,-0.448743307,1.630297276,-2.616622479,-1.290729733,-0.104726544,0
1.627672849,0.790046567,1.87448644,2.673029298,-1.58380602,-0.910019802,-1.696662959,-0.648754849,-0.037151082,2.42029074,2.944724952,0
1.31574523,-0.600573526,1.51125603,-0.731814671,2.469956625,-0.910019802,1.256108787,1.61872828,-1.749319886,-1.290729733,-1.02782907,1
1.135795383,-0.262020423,-0.258175569,-0.731814671,1.761124366,-0.910019802,2.610070012,-1.200146314,-0.052990853,-1.290729733,1.063438947,1
-0.50123207,-0.031231926,0.988980822,-0.731814671,-1.58380602,-0.910019802,-1.060258897,-0.044589065,0.397755183,-1.290729733,-0.888057845,0
1.644068764,-0.952758631,-0.100710409,-0.731814671,0.267000612,1.968035034,2.420201039,0.304854324,0.620343991,-1.290729733,-0.0869947,1
1.168587214,0.089514709,1.87448644,-0.731814671,-0.586462784,-0.910019802,2.799938985,1.714527035,-2.168744594,2.42029074,1.065473407,0
-2.705984111,0.526113475,0.988980822,-0.731814671,-1.58380602,-0.910019802,-2.823788545,-1.135202318,4.790041753,-1.290729733,1.448273136,0
1.31574523,-1.818527946,-1.3478668,-0.731814671,2.469956625,-0.910019802,2.610070012,0.753610488,-1.31624063,2.42029074,1.448273136,1
-1.874195984,-0.093930847,0.625750411,-0.731814671,1.761124366,2.086218765,0.846540365,-0.391437577,-0.891100345,2.42029074,-1.701563731,0
-0.863950032,1.323810938,-0.258175569,2.093247205,-0.586462784,-0.910019802,-0.021641342,-0.748595174,-0.468975369,-1.290729733,2.885572794,0
-0.412714812,-0.249038394,-1.3478668,0.835315632,-1.58380602,2.086218765,0.555310449,1.858734032,-2.399844413,-1.290729733,-2.19599456,0
1.578485102,-0.113691524,-1.71109721,-0.731814671,-0.874973762,-0.910019802,1.871134996,0.560670741,-0.886954777,1.138215944,1.831072864,0
-0.215963826,-0.411335555,-0.462361181,-0.731814671,2.469956625,-0.910019802,3.486704343,1.122906112,-1.735093298,1.138215944,-2.849962917,1
0.086103765,-2.019762117,-1.3478668,-0.731814671,-1.58380602,2.086218765,1.156934977,0.665708091,4.790041753,-1.290729733,-0.234089488,1
-0.429110728,0.560474387,0.262520001,-0.731814671,-0.874973762,-0.910019802,1.850594121,1.662223543,-1.944805651,2.42029074,-2.849962917,0
0.116691525,-1.555244827,-1.3478668,0.541976997,2.469956625,-0.910019802,-1.060258897,-1.345822517,-0.906515233,2.42029074,-1.356115396,0
1.184577906,-1.337438359,-1.3478668,-0.731814671,-0.586462784,-0.910019802,-0.448743307,0.438688243,-0.901701414,-1.290729733,1.905922406,0
-1.717086914,0.747204083,0.988980822,0.541976997,-0.586462784,2.086218765,0.81911576,0.214388699,-1.545657831,2.42029074,-1.428360642,1
-0.061459475,-0.946966217,-0.984636389,2.093247205,-1.58380602,-0.910019802,-2.266269878,0.730556444,-0.90070449,-1.290729733,1.391725273,0
1.857215666,-1.986051178,-0.984636389,0.541976997,0.76378113,-0.910019802,-0.870389924,0.226367089,4.790041753,-1.290729733,-0.373860712,1
-3.026647112,0.17579466,1.87448644,-0.731814671,-1.58380602,-0.910019802,-0.828481252,1.483329512,4.790041753,-1.290729733,1.719441764,0
-0.354074055,0.40536684,0.262520001,-0.731814671,-1.58380602,-0.910019802,-2.254181626,0.881640448,-1.959127405,-1.290729733,0.260341341,0
1.725643118,1.727495597,-0.099130771,0.541976997,-1.58380602,-0.910019802,-2.823788545,1.088219078,-1.108141459,-1.290729733,1.448273136,0
-0.839008616,-1.786033324,-0.621405979,2.093247205,-1.58380602,-0.910019802,-0.805995649,-0.615327727,-0.889750211,-1.290729733,2.233638897,0
-0.429110728,-0.113691524,-1.3478668,5.498091174,-1.58380602,-0.910019802,3.486704343,-0.256910218,-1.532330764,1.138215944,-2.064597156,1
-0.649200534,2.123118169,2.237716851,-0.731814671,-1.58380602,0.557183661,0.365441477,0.713381029,-0.898738097,-1.290729733,-1.084946768,0
0.280650681,2.473436984,0.988980822,-0.731814671,0.122369474,-0.910019802,-1.439996843,1.689908142,-1.553743958,-1.290729733,-1.681797427,0
1.152191299,0.134168493,-1.3478668,2.109107299,0.76378113,2.086218765,1.226278311,0.393187088,-0.913794772,-1.290729733,0.523136149,1
1.217774961,-0.566443102,-1.3478668,-0.731814671,-1.58380602,2.086218765,0.59941631,1.945724558,4.790041753,-1.290729733,-0.234089488,1
1.348942285,-0.600573526,-1.71109721,-0.731814671,1.761124366,-0.910019802,0.10877536,0.357724287,-1.9632298,-1.290729733,-0.833544443,1
-0.855404531,-1.567010539,-1.3478668,-0.731814671,0.122369474,-0.910019802,0.555310449,-0.465094159,-0.457024165,-1.290729733,0.028705321,1
-0.511090305,-0.801807697,0.262520001,2.673029298,-0.874973762,-0.910019802,-1.25012787,0.673151569,0.180977118,-1.290729733,-1.542026203,1
1.135795383,-0.970547246,-0.099130771,-0.731814671,0.267000612,1.968035034,-1.696662959,0.254251786,-1.529841552,-1.290729733,1.965074564,0
1.4961003,2.692459769,0.262520001,2.673029298,-0.874973762,2.086218765,-0.448743307,2.512726589,-1.34263225,-1.290729733,-2.849962917,0
1.348537061,-0.433700268,1.51125603,-0.731814671,-1.58380602,-0.910019802,-1.696662959,-0.956874758,4.790041753,-1.290729733,0.662907374,0
1.234170876,-0.462038277,1.87448644,-0.731814671,-1.58380602,0.557183661,-0.650700531,0.173558561,-2.191271137,2.42029074,-0.888057845,0
-0.478298474,0.669405704,1.51125603,0.819455538,-1.58380602,2.086218765,0.745179422,1.015758413,-1.321956207,2.42029074,-1.02782907,1
1.676860595,-1.520883915,0.988980822,5.498091174,-1.58380602,-0.910019802,-2.633919572,-0.088084328,4.790041753,-1.290729733,-1.811160371,0
-3.239794013,-1.187137398,-0.621405979,-0.731814671,-1.58380602,0.557183661,-2.444050599,1.938417185,4.790041753,-1.290729733,2.213872593,0
-3.207407406,-0.295165018,1.51125603,-0.731814671,1.761124366,-0.910019802,1.850594121,1.045983726,-1.525380944,-1.290729733,0.065486879,0
1.135795383,-1.96947888,-0.621405979,0.541976997,0.76378113,-0.910019802,1.783796977,-0.483970529,-0.471727629,2.42029074,0.853456936,1
0.542580104,-0.232466097,0.262520001,-0.731814671,-0.586462784,-0.910019802,-1.506793986,-8.723354734,-0.687580444,-1.290729733,2.485041222,0
-0.543882136,1.018145907,-1.3478668,0.835315632,-1.58380602,-0.910019802,-2.266269878,-0.349138232,4.790041753,-1.290729733,1.57763608,0
-0.576673967,-0.183399177,0.988980822,-0.731814671,2.469956625,-0.910019802,-2.266269878,-1.747400565,-1.322924632,-1.290729733,1.831072864,0
-0.658653545,-0.026655828,-1.71109721,-0.731814671,-1.58380602,-0.910019802,-0.270962585,0.078264842,0.607730585,-1.290729733,2.175056575,0
-0.650803131,0.053181735,1.51125603,-0.731814671,-1.58380602,-0.910019802,-0.270962585,1.244824616,-2.616622479,-1.290729733,-2.849962917,0
-1.167019745,-1.047952175,-0.984636389,-0.731814671,1.761124366,-0.910019802,-2.254181626,0.900516818,-1.549829662,2.42029074,1.067507867,0
1.053815806,-0.584651202,-0.984636389,2.673029298,1.761124366,-0.910019802,-2.254181626,-0.245970669,-0.466699984,2.42029074,-0.260195152,0
-0.593475107,2.123118169,-1.3478668,-0.731814671,-1.58380602,-0.910019802,-1.886531932,0.255027553,-0.891100345,-1.290729733,0.678604758,0
1.381328892,0.101280421,2.600947261,-0.731814671,0.122369474,2.086218765,-1.363514316,0.25778832,-1.957682105,2.42029074,1.316875731,0
1.693256511,4.21460638,3.327408082,-0.731814671,-1.58380602,-0.910019802,-1.506793986,0.877598878,4.790041753,-1.290729733,-2.19599456,0
-2.639995224,1.456553773,-1.3478668,-0.731814671,-1.58380602,-0.910019802,1.226278311,1.766830527,-2.616622479,2.42029074,-2.849962917,1
1.316150454,0.754049853,2.600947261,2.093247205,0.555511589,-0.910019802,-1.018350225,2.512726589,-1.536644216,-1.290729733,0.914309699,0
1.414120723,0.319086889,0.62733005,-0.731814671,1.761124366,2.086218765,-0.261420523,0.669319295,-1.539607532,-1.290729733,-2.082329,0
1.070211721,0.563758527,-1.3478668,-0.731814671,-0.586462784,2.086218765,-1.060258897,-1.343481902,-1.335705921,-0.116787679,2.117938877,0
1.726048342,0.29074888,-0.984636389,2.673029298,-1.58380602,-0.910019802,-0.870389924,0.1901792,4.790041753,2.42029074,-1.02782907,0
1.51290144,1.537204271,-1.3478668,-0.731814671,-0.586462784,-0.910019802,-1.060258897,-0.396204236,4.790041753,2.42029074,-0.317882686,0
-2.316885703,1.341599553,0.625750411,2.673029298,1.761124366,-0.910019802,-1.25012787,1.766830527,-1.122888096,2.42029074,-2.449431345,0
1.201379045,-0.69763336,-1.3478668,-0.731814671,0.122369474,-0.910019802,1.184369639,0.308895894,4.790041753,2.42029074,-0.104726544,1
-0.724237207,0.072942411,2.600947261,-0.731814671,0.122369474,-0.910019802,-2.064312653,0.20749072,-0.899568183,2.42029074,0.138301961,0
1.594881018,0.991280738,0.988980822,-0.731814671,-1.58380602,2.086218765,2.850300281,1.406407127,-1.311355139,1.138215944,-2.066631616,0
-0.133984249,0.52032106,-1.3478668,-0.731814671,1.472613388,-0.910019802,2.420201039,-0.530038155,0.174174454,2.42029074,-1.679762967,1
1.316150454,1.526261426,-1.3478668,0.835315632,1.264343848,1.968035034,3.676573315,-0.751860978,-1.326578651,1.138215944,-1.279231394,0
1.201379045,-0.568078904,-1.3478668,0.541976997,-0.874973762,2.086218765,-1.506793986,-1.254014655,-0.044974162,2.42029074,1.831072864,1
-0.281547488,1.540144567,-1.71109721,-0.731814671,1.264343848,-0.910019802,-1.087693558,-1.318863008,4.790041753,-1.290729733,3.709754574,0
1.233765652,-1.019614166,1.87448644,-0.731814671,-1.58380602,-0.910019802,0.745179422,2.512726589,-2.616622479,-1.290729733,-2.849962917,0
0.42821392,1.358171851,0.262520001,-0.731814671,1.761124366,-0.910019802,3.676573315,1.587936497,-2.191271137,1.138215944,-2.849962917,1
-0.888196362,-0.647350123,-1.71109721,-0.731814671,-1.58380602,-0.910019802,-2.064312653,-0.572966947,-0.697704638,2.42029074,-0.29901117,0
1.381328892,-1.538672529,0.625750411,-0.731814671,-1.58380602,-0.910019802,-2.266269878,-0.923447636,-0.891100345,-1.290729733,0.918378619,1
0.098115665,-1.337438359,-0.621405979,-0.731814671,-1.58380602,-0.910019802,-1.060258897,-1.135202318,-0.044311959,-1.290729733,0.794304778,0
-1.101030859,1.490914685,-1.71109721,-0.731814671,2.469956625,-0.910019802,0.876370841,1.439834249,4.790041753,-0.116787679,-2.139446698,0
1.152191299,-1.416059604,-0.258175569,-0.731814671,-1.58380602,-0.910019802,-2.254181626,1.310608372,-0.465086801,-1.290729733,1.318910191,0
-0.642257629,-0.634934438,2.237716851,-0.731814671,-1.58380602,2.086218765,1.036409338,0.688762135,-1.330467219,-1.290729733,-1.02782907,1
1.299754538,-0.496399189,1.51125603,-0.731814671,-1.58380602,2.086218765,-0.448743307,2.512726589,-0.893543613,-1.290729733,-0.262229612,0
1.480109609,0.623173308,-0.100710409,-0.731814671,1.761124366,-0.910019802,-0.63861228,0.230408659,-2.187168742,-1.290729733,-1.542026203,0
1.33254637,-0.401205646,0.625750411,0.835315632,-0.874973762,-0.910019802,-0.081093613,0.180865934,-1.543356717,2.42029074,-1.02782907,1
0.592173075,-1.96947888,-1.3478668,-0.731814671,0.76378113,-0.910019802,-1.506793986,0.777758553,1.026892245,-1.290729733,0.934076003,0
0.592173075,-1.687757174,0.262520001,-0.731814671,-1.58380602,-0.910019802,-0.448743307,-0.377327867,-1.330681046,-1.290729733,-0.102692084,0
-1.954283896,2.892477623,1.87448644,-0.731814671,2.469956625,-0.910019802,1.621813753,0.961323601,-1.957682105,1.138215944,-1.281265854,0
-1.970679811,1.847025915,-1.3478668,-0.731814671,1.472613388,-0.910019802,-1.25012787,1.61872828,-0.676765548,2.42029074,-2.066631616,0
1.201379045,-0.32952593,2.964177671,3.660377508,-1.58380602,-0.910019802,0.555310449,1.019799983,-1.542454958,-1.290729733,-1.02782907,0
1.381328892,0.526113475,-1.3478668,-0.731814671,1.761124366,2.086218765,-0.270962585,0.977439203,1.252181322,-1.290729733,1.063438947,0
-1.002655366,1.185019165,0.988980822,-0.731814671,-0.874973762,-0.910019802,-1.277562531,-1.135202318,0.385141777,-0.116787679,-1.02782907,0
1.282953399,0.502532445,1.87448644,-0.731814671,1.761124366,-0.910019802,-2.254181626,0.265400631,-0.67707454,-1.290729733,0.792270318,0
1.152191299,-2.492693857,1.51125603,-0.731814671,-1.58380602,2.086218765,-1.060258897,1.81913402,-2.616622479,-1.290729733,1.846770248,0
-1.93788798,-1.337438359,-1.3478668,-0.731814671,2.469956625,-0.910019802,-1.506793986,-8.723354734,1.241843301,-1.290729733,4.438572474,0
1.430516638,0.272960266,1.51125603,-0.731814671,-0.874973762,2.086218765,-0.828481252,-0.99186673,4.790041753,2.42029074,0.280107645,1
1.168587214,-1.337438359,-0.984636389,0.541976997,0.76378113,-0.910019802,-0.317551888,-8.723354734,-0.465086801,2.42029074,-0.260195152,0
1.217774961,-0.433700268,1.87448644,-0.731814671,0.122369474,-0.910019802,-2.064312653,0.214293057,-1.540179573,-1.290729733,0.008939017,0
1.627267624,0.588812396,0.262520001,-0.731814671,2.469956625,-0.910019802,-0.448743307,0.208550533,-1.330467219,-1.290729733,1.962470268,0
-0.861942212,-0.04902054,-0.258175569,2.093247205,1.761124366,-0.910019802,2.799938985,2.181688741,-2.616622479,2.42029074,-2.849962917,1
-0.707528887,0.29074888,0.988980822,2.673029298,-1.58380602,-0.910019802,-2.254181626,1.415215356,4.790041753,-1.290729733,-2.849962917,0
-1.314177761,1.359388167,1.87448644,-0.731814671,-0.586462784,2.086218765,-2.633919572,0.822029583,-1.120612711,-1.290729733,1.139753113,0
-3.223398098,-1.303077446,-0.621405979,0.835315632,1.761124366,-0.910019802,-1.696662959,1.287185396,-2.194922386,-1.290729733,-0.704181499,0
0.624964906,-2.187285349,-0.621405979,0.819455538,-1.58380602,-0.910019802,3.676573315,0.748373001,-1.545418275,1.138215944,-0.890662141,1
1.250161568,-0.295165018,2.237716851,-0.731814671,0.122369474,-0.910019802,-0.870389924,1.227513096,-2.616622479,2.42029074,1.57763608,0
-0.232359742,-1.96947888,-0.984636389,2.093247205,-1.58380602,2.086218765,2.610070012,-0.169048283,4.790041753,-1.290729733,-1.542026203,1
0.26207482,-1.136204188,-1.71109721,-0.731814671,0.76378113,2.086218765,0.745179422,0.01978846,-1.106528276,-1.290729733,1.719441764,1
1.611276933,-1.7399067,-0.984636389,3.946820965,0.76378113,-0.910019802,1.413601094,0.688762135,-2.616622479,2.42029074,-0.865036898,1
-0.904592278,1.140365382,1.51125603,-0.731814671,1.761124366,-0.910019802,-0.828481252,2.050331543,-1.951966528,-1.290729733,-2.467163189,0
0.42821392,-2.722266037,-1.3478668,-0.731814671,-1.58380602,-0.910019802,-1.696662959,1.511014111,-1.977456389,-1.290729733,-0.122458388,0
-2.96106345,1.755010739,1.14802562,-0.731814671,-1.58380602,0.557183661,-1.018350225,2.281529066,4.790041753,-1.290729733,-2.467163189,0
1.119399468,0.790046567,-0.258175569,-0.731814671,-1.58380602,2.086218765,-0.958897954,0.944012081,-1.95903224,-1.290729733,-2.19599456,0
1.282953399,-0.69763336,-1.3478668,-0.731814671,1.761124366,2.086218765,0.994500666,-0.998669067,-0.245036426,-1.290729733,2.616438626,0
1.611276933,0.738127529,-1.71109721,-0.731814671,0.122369474,-0.910019802,0.935048395,-0.388171774,0.812389564,-1.290729733,-0.756660441,0
1.857215666,0.019470796,-1.71109721,-0.731814671,-1.58380602,-0.910019802,-2.254181626,2.512726589,4.790041753,-1.290729733,0.278073185,0
1.529297356,0.324879304,0.988980822,-0.731814671,-1.58380602,-0.910019802,-2.064312653,-0.115179942,-1.098017265,-1.290729733,-0.487526272,0
1.070211721,0.973492123,1.87448644,-0.731814671,-0.586462784,-0.910019802,2.420201039,0.237716032,0.390689472,-1.290729733,0.466018451,0
1.381734116,0.773474269,2.237716851,5.498091174,0.122369474,-0.910019802,-1.208219198,1.707219662,-2.616622479,-1.290729733,0.280107645,0
0.772528146,-1.049818465,-1.3478668,-0.731814671,-1.58380602,-0.910019802,2.420201039,0.617015803,-0.257201457,2.42029074,1.905922406,1
1.758840173,-1.504311617,-0.984636389,-0.731814671,2.469956625,-0.910019802,-2.064312653,-0.635905051,-1.107973576,-1.290729733,4.053738285,0
-0.330735235,1.72627928,-0.100710409,-0.731814671,2.469956625,-0.910019802,-0.081093613,-0.057133926,-0.044311959,-1.290729733,-0.373860712,0
1.299754538,-0.969330929,1.87448644,0.541976997,0.267000612,3.497070138,0.365441477,1.252131989,-2.168744594,2.42029074,-2.849962917,1
-0.698388281,0.790046567,2.600947261,-0.731814671,-1.58380602,2.086218765,0.555310449,-0.384130204,-1.100812699,2.42029074,-1.740949585,0
-0.534023901,-0.232466097,0.625750411,-0.731814671,-1.58380602,-0.910019802,0.10877536,1.61468671,-1.756957638,2.42029074,-0.776426745,0
