cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,cluster9,cluster10,cluster11,evac_decision
1.709247202,-1.319649744,1.51125603,-0.731814671,-1.58380602,2.086218765,3.676573315,2.512726589,-2.616622479,1.138215944,-2.849962917,1
-0.461902559,-1.233264021,-0.984636389,1.105898995,-1.58380602,-0.910019802,-0.707955613,-1.023287961,4.790041753,2.42029074,0.280107645,1
-0.736249107,-2.521031866,0.262520001,-0.731814671,-1.58380602,-0.910019802,-0.451289496,0.457564612,4.790041753,-1.290729733,0.409470589,0
1.922394104,-0.864506618,-1.3478668,-0.731814671,-1.58380602,2.086218765,-0.897824586,-0.715168052,4.790041753,-1.290729733,1.334607575,0
-0.642257629,2.628544531,-1.3478668,-0.731814671,2.469956625,-0.910019802,-1.886531932,0.209055569,4.790041753,-0.116787679,-0.645029341,0
-2.591212702,-0.097119226,-1.3478668,-0.731814671,2.469956625,0.557183661,-1.886531932,1.766830527,-0.66128399,-1.290729733,1.831072864,0
-1.773928825,2.339058347,-1.71109721,-0.731814671,-0.874973762,2.086218765,-1.696662959,-0.400716635,1.227616712,-1.290729733,-0.888057845,0
-0.64879531,-1.923352257,0.988980822,2.093247205,-1.58380602,-0.910019802,0.10877536,1.476022139,-2.616622479,-1.290729733,0.280107645,0
1.529297356,2.892477623,0.625750411,-0.731814671,-0.874973762,-0.910019802,0.745179422,0.617015803,-1.532541821,2.42029074,-1.159226474,0
1.693256511,0.865010422,-0.984636389,-0.731814671,1.761124366,-0.910019802,0.10877536,0.101182781,-0.893852606,-1.290729733,0.794304778,1
0.180095242,0.709559031,1.51125603,-0.731814671,1.761124366,2.086218765,-0.579160009,-0.55919196,-0.669913663,-1.290729733,-1.738345289,0
-0.855404531,-0.64856644,-1.71109721,-0.731814671,-0.441831647,1.968035034,-1.060258897,0.625519094,-0.452641278,2.42029074,0.551276274,0
-0.51149553,1.112027373,-1.71109721,-0.731814671,2.469956625,-0.910019802,3.676573315,0.317399185,-1.0993674,1.138215944,-2.467163189,1
-0.724237207,0.519104743,1.87448644,-0.731814671,0.122369474,0.557183661,1.214190059,-0.333832604,-0.253241216,-1.290729733,2.485041222,0
1.135795383,0.772257953,2.237716851,-0.731814671,-0.874973762,-0.910019802,-1.506793986,-0.165006713,-0.253761265,-1.290729733,1.57967054,0
0.003718963,1.106234958,-0.984636389,-0.731814671,2.469956625,0.557183661,-1.060258897,1.81913402,-2.616622479,-0.116787679,-0.373860712,0
0.280650681,-1.186487424,0.262520001,2.673029298,-0.586462784,2.086218765,-0.374806969,-1.135202318,-0.044311959,1.138215944,0.794304778,1
0.313442512,-0.514187803,-1.71109721,-0.731814671,-0.441831647,3.497070138,2.420201039,-1.586753457,0.385141777,-0.116787679,2.231604437,0
0.083899694,-0.997668938,-1.3478668,3.930960871,0.76378113,-0.910019802,-1.060258897,-1.070824793,-0.69931782,-1.290729733,0.73515262,0
1.676860595,1.927513451,-1.3478668,0.835315632,-0.874973762,2.086218765,-0.261420523,1.902229295,-1.966193117,-1.290729733,1.045707103,0
-0.01921284,-0.619012114,-0.984636389,2.093247205,0.76378113,-0.910019802,0.555310449,2.229225573,-2.168744594,2.42029074,0.336085672,1
-3.043448251,0.387578225,1.14802562,0.541976997,1.472613388,2.086218765,1.404059032,-0.772438302,-2.194497502,-1.290729733,-2.849962917,1
1.447317778,0.03725941,0.625750411,-0.731814671,-1.58380602,-0.910019802,-0.870389924,0.292780292,-1.533943946,-1.290729733,-1.283300314,0
-0.150380164,1.110811056,-1.71109721,-0.731814671,0.555511589,0.557183661,0.168678718,-0.181593144,4.790041753,1.138215944,1.179138967,1
-2.349677534,-0.480476865,0.988980822,-0.731814671,-0.874973762,-0.910019802,-1.060258897,-0.645689144,4.790041753,2.42029074,1.205325143,0
1.152191299,1.094238758,-1.3478668,2.673029298,2.469956625,-0.910019802,-0.870389924,-1.325665345,0.183729378,-1.290729733,0.794304778,0
-0.232359742,-0.148052436,-1.3478668,-0.731814671,-0.441831647,3.497070138,1.404059032,1.61872828,-0.893852606,-1.290729733,-0.888057845,1
-0.683594962,-0.244462296,-0.984636389,-0.731814671,-1.58380602,2.086218765,-2.254181626,-8.723354734,4.790041753,-1.290729733,0.682673678,0
1.709652426,-1.687757174,-1.3478668,3.930960871,1.761124366,0.557183661,1.635846732,-0.081752819,4.790041753,-1.290729733,-2.19599456,1
1.299754538,0.023627409,-1.3478668,0.541976997,-0.874973762,-0.910019802,0.006244406,0.582023831,-1.093651822,1.138215944,-1.738345289,1
-0.16677608,-0.918397719,-1.3478668,2.673029298,0.76378113,-0.910019802,0.99944267,1.61872828,-1.108803662,-1.290729733,-2.849962917,1
-0.674737056,0.721555231,-1.71109721,-0.731814671,-1.58380602,-0.910019802,-0.071551551,-1.418703333,-0.456098915,-1.290729733,4.438572474,0
0.988232144,0.319086889,0.625750411,-0.731814671,0.122369474,2.086218765,1.621813753,1.199828497,-1.746619617,1.138215944,-0.102692084,0
-0.789820869,-1.065740789,-0.621405979,-0.731814671,0.122369474,2.086218765,2.702350036,-1.283871036,-0.680037857,1.138215944,-2.849962917,1
-2.443244238,-0.6012235,1.51125603,0.835315632,2.469956625,-0.910019802,-1.363514316,-0.021575483,4.790041753,-1.290729733,-1.02782907,1
-1.825008238,-0.987119544,-0.621405979,-0.731814671,0.122369474,-0.910019802,-1.886531932,2.512726589,-2.616622479,1.138215944,2.999238355,1
-1.708345163,-2.152924437,-1.3478668,0.835315632,0.76378113,2.086218765,-1.506793986,0.40526112,-0.67287698,-1.290729733,0.468622747,0
-2.67319228,-0.496399189,-1.3478668,-0.731814671,2.469956625,-0.910019802,-1.060258897,0.909020109,-1.956068923,2.42029074,-2.849962917,1
1.348942285,0.324879304,1.87448644,1.105898995,1.761124366,-0.910019802,1.783796977,1.415215356,-1.772534361,2.42029074,-1.159226474,0
-1.905501374,-1.26697496,-1.71109721,-0.731814671,1.761124366,2.086218765,1.44597776,-0.008872004,4.790041753,-0.116787679,1.139753113,1
-2.623599309,-1.651654687,1.51125603,-0.731814671,-1.58380602,-0.910019802,0.10877536,-0.384130204,-0.67707454,-1.290729733,1.065473407,1
-0.413120037,-0.727943431,1.51125603,-0.731814671,-1.58380602,-0.910019802,3.486704343,-0.221918246,-2.616622479,1.138215944,-2.849962917,0
-3.338169506,2.610755916,1.14802562,-0.731814671,2.469956625,-0.910019802,1.416147283,-0.417557326,-1.308602878,-0.116787679,-1.298997698,0
1.365338201,-2.291459686,0.625750411,-0.731814671,-1.58380602,-0.910019802,-2.633919572,0.634327323,-2.616622479,2.42029074,2.102241493,0
-0.271689253,1.133100127,-1.3478668,0.835315632,2.469956625,0.557183661,-1.087693558,-1.974136367,4.790041753,-0.116787679,-1.216344172,0
0.362630258,0.40536684,-1.3478668,0.835315632,1.761124366,-0.910019802,-2.633919572,1.399099753,-2.403946808,-1.290729733,-0.120423928,0
-1.265395239,1.110811056,0.262520001,0.541976997,-1.58380602,2.086218765,-1.696662959,2.512726589,-2.192647,1.138215944,-2.849962917,0
0.345829118,1.261112017,3.690638492,0.835315632,1.264343848,3.497070138,1.184369639,1.104029742,-0.458637348,-1.290729733,1.448273136,0
-0.8226127,-0.232466097,1.51125603,2.673029298,2.469956625,-0.910019802,2.230332067,1.252131989,-1.100812699,2.42029074,-2.849962917,1
1.201379045,-0.496399189,1.87448644,-0.731814671,1.761124366,-0.910019802,-2.444050599,0.852979985,-1.540179573,-1.290729733,0.008939017,0
0.542580104,1.744067895,0.988980822,-0.731814671,-1.58380602,-0.910019802,1.416147283,0.174063597,-1.531191686,-1.290729733,-1.428360642,0
1.135795383,-0.55029029,1.51125603,-0.731814671,-0.586462784,-0.910019802,1.871134996,1.662223543,-1.944805651,1.138215944,-2.849962917,0
-3.108626689,-0.934970017,0.262520001,-0.731814671,-1.58380602,-0.910019802,-0.451289496,1.861494799,0.389339337,2.42029074,-2.849962917,1
-0.616408703,1.526261426,-1.3478668,-0.731814671,0.122369474,-0.910019802,-1.25012787,0.014045936,-1.544281968,-1.290729733,1.448273136,0
1.594881018,2.513427349,2.600947261,-0.731814671,2.469956625,-0.910019802,-0.014296469,-4.125097098,-0.680963108,-1.290729733,0.662907374,0
-2.65639114,-0.912605304,1.51125603,-0.731814671,2.469956625,-0.910019802,-0.805995649,-1.035361993,1.032130947,-1.290729733,2.485041222,0
-1.651503252,-0.199971475,0.625750411,-0.731814671,2.469956625,0.557183661,-2.444050599,2.512726589,-2.616622479,2.42029074,0.794304778,0
-0.101192417,-0.498371251,-1.3478668,-0.731814671,-1.58380602,-0.910019802,-1.439996843,-0.638245666,4.790041753,-1.290729733,0.739791376,0
-0.527891445,-0.04902054,-1.3478668,-0.731814671,2.469956625,-0.910019802,0.935048395,0.178105167,-0.674799155,-1.290729733,0.334621047,0
1.316150454,-0.953974948,-0.100710409,-0.731814671,0.122369474,-0.910019802,-0.448743307,2.050331543,-2.616622479,2.42029074,-2.849962917,1
1.118994244,1.325027255,-0.258175569,2.093247205,0.122369474,-0.910019802,-2.266269878,0.612974233,-2.392683536,2.42029074,1.120556645,0
-0.215963826,-1.355226973,-0.984636389,-0.731814671,-1.58380602,-0.910019802,-1.277562531,-0.148891111,4.790041753,-1.290729733,2.500738606,0
-3.354565422,0.319086889,-1.3478668,-0.731814671,0.122369474,2.086218765,0.804631693,-0.057133926,-0.677762472,-1.290729733,-0.301615466,0
1.053815806,-0.065592838,0.468285252,-0.731814671,-0.874973762,-0.910019802,-0.081093613,0.720183366,-1.10356496,-1.290729733,-2.121145018,1
-0.8226127,-0.427907853,-0.621405979,-0.731814671,0.76378113,-0.910019802,-1.060258897,1.588366863,-2.616622479,2.42029074,-2.849962917,0
1.200973821,0.542685773,-1.3478668,-0.731814671,1.761124366,-0.910019802,-2.444050599,-0.069207958,-1.104915094,2.42029074,1.446238675,1
1.742444257,-0.717394037,-1.3478668,-0.731814671,1.472613388,-0.910019802,2.799938985,-0.542583016,-1.114519239,-1.290729733,2.253405201,0
1.414120723,1.08966266,1.51125603,-0.731814671,2.469956625,-0.910019802,-2.823788545,0.617015803,-0.67890155,-1.290729733,0.934076003,0
-0.215963826,2.324352339,-1.3478668,-0.731814671,1.472613388,2.086218765,-0.081093613,1.131714341,4.790041753,-1.290729733,-0.758694901,0
-0.511090305,-1.722118086,0.262520001,-0.731814671,-1.58380602,-0.910019802,2.061003969,0.900516818,-1.330467219,1.138215944,-1.216344172,1
-0.215963826,-0.295165018,-0.984636389,2.673029298,-1.58380602,-0.910019802,-2.064312653,-0.751860978,4.790041753,-1.290729733,1.448273136,0
1.266557483,0.85324471,-0.984636389,0.541976997,-1.58380602,-0.910019802,0.846540365,-1.774360075,0.602677211,2.42029074,-0.242463308,0
1.217774961,-1.03202985,-0.621405979,0.541976997,-0.441831647,3.497070138,2.420201039,-1.016485623,-0.467625234,-1.290729733,-2.08436346,1
0.395422089,-1.383564982,-0.099130771,-0.731814671,2.469956625,-0.910019802,2.040463094,-0.585511808,-0.681176935,-0.116787679,0.724093992,1
-1.264990014,2.875905325,-1.3478668,-0.731814671,2.469956625,-0.910019802,0.994500666,1.607379337,-2.616622479,2.42029074,-2.467163189,0
-1.117426775,1.525045109,1.51125603,0.835315632,0.122369474,-0.910019802,-1.629865816,1.531737754,-0.673591175,-0.116787679,-2.849962917,1
1.365338201,0.289532563,-1.71109721,2.673029298,2.469956625,-0.910019802,-2.823788545,-8.723354734,4.790041753,-1.290729733,2.885572794,0
-0.094251306,1.386253336,-0.258175569,-0.731814671,-1.58380602,-0.910019802,-1.629865816,-0.615327727,-0.044311959,-1.290729733,0.794304778,0
-0.600012788,0.928581817,-1.3478668,-0.731814671,2.469956625,-0.910019802,-1.060258897,0.688762135,-1.330467219,-0.116787679,1.308501911,0
-0.757029038,0.069754032,0.625750411,-0.731814671,-1.58380602,-0.910019802,-0.870389924,1.299259428,1.030780812,-1.290729733,1.008925545,0
-2.721974802,-0.832011996,-1.71109721,-0.731814671,2.469956625,0.557183661,-1.506793986,1.766830527,-0.460464357,-1.290729733,1.448273136,0
-0.281547488,1.295472929,-1.3478668,3.946820965,1.264343848,1.968035034,-0.071551551,0.95495163,-0.259263015,-1.290729733,-2.08436346,0
0.182275187,-1.331645944,-0.984636389,-0.731814671,-1.58380602,-0.910019802,-1.696662959,0.40526112,-0.465086801,-1.290729733,2.102241493,1
1.808027919,-0.898867531,-1.3478668,-0.731814671,-1.58380602,2.086218765,0.37258067,1.027832446,4.790041753,-1.290729733,-1.157192014,0
-0.855404531,-0.401205646,-0.984636389,-0.731814671,0.122369474,2.086218765,0.809573698,-1.310830545,-0.673802231,-1.290729733,1.792256846,1
1.070211721,-0.429543655,-0.984636389,0.835315632,1.472613388,-0.910019802,3.486704343,0.214798093,-1.551442844,1.138215944,0.654533554,1
-3.190606267,1.508472812,1.87448644,-0.731814671,-0.874973762,2.086218765,-0.650700531,0.612974233,-0.466699984,-0.116787679,0.393773205,0
1.266962707,0.051965418,0.625750411,5.498091174,-1.58380602,-0.910019802,3.676573315,2.512726589,4.790041753,1.138215944,-2.08029454,1
-0.67504946,1.158153997,0.625750411,0.819455538,-1.58380602,-0.910019802,-0.261420523,1.079410849,-1.531191686,2.42029074,2.158789355,0
1.348942285,1.526261426,-0.621405979,-0.731814671,-0.874973762,-0.910019802,-0.081093613,0.505101445,-2.616622479,2.42029074,-1.02782907,0
-1.883226015,3.444030609,-0.621405979,-0.731814671,2.469956625,-0.910019802,-0.270962585,0.470109473,-1.106528276,2.42029074,-2.849962917,0
0.26207482,-1.722118086,-1.3478668,-0.731814671,0.122369474,-0.910019802,0.175572504,-2.24152178,0.170190721,-1.290729733,0.010973477,0
1.234170876,1.077666461,0.262520001,-0.731814671,1.264343848,3.497070138,-0.995864622,0.961323601,-2.403946808,-0.116787679,-1.356115396,0
0.133087441,-0.630777826,2.600947261,2.386585841,0.76378113,-0.910019802,0.59941631,0.338847918,4.790041753,2.42029074,0.556565377,1
-2.576824607,0.772257953,-1.3478668,-0.731814671,-1.58380602,-0.910019802,0.99944267,-8.723354734,0.145363064,-1.290729733,2.616438626,0
1.414120723,-0.433700268,1.87448644,-0.731814671,1.761124366,-0.910019802,-0.897824586,1.252131989,-0.26573596,-1.290729733,-1.279231394,1
-0.855404531,-0.111719462,-1.3478668,-0.731814671,-0.586462784,-0.910019802,3.486704343,-0.971709558,4.790041753,1.138215944,-1.084376932,1
1.496505525,0.117852718,1.51125603,-0.731814671,-1.58380602,-0.910019802,0.555310449,1.61872828,-1.742254174,2.42029074,-2.849962917,1
1.233765652,-0.433700268,1.51125603,-0.731814671,1.761124366,2.086218765,-1.886531932,1.140217632,-1.534631878,-1.290729733,0.148710241,1
0.657756737,-1.555244827,-0.984636389,-0.731814671,-1.58380602,2.086218765,-1.25012787,-1.135202318,4.790041753,-1.290729733,2.616438626,0
-2.787558464,-1.216691724,-1.3478668,-0.731814671,2.469956625,2.086218765,2.040463094,0.617015803,-1.971908694,2.42029074,1.523122677,0
-0.913137779,-0.427907853,-1.3478668,2.093247205,-1.58380602,-0.910019802,-0.183624567,0.1901792,-1.531191686,1.138215944,1.962470268,0
1.31574523,0.024843726,1.87448644,-0.731814671,-1.58380602,-0.910019802,-2.254181626,-0.81224761,-0.065699425,-1.290729733,2.102241493,0
-0.435648408,1.140365382,-1.3478668,-0.731814671,-0.586462784,2.086218765,-1.455343252,2.512726589,-1.755130629,-1.290729733,0.662907374,0
1.496505525,4.58271381,2.441902463,0.835315632,-0.874973762,2.086218765,-1.060258897,0.545835941,0.83140648,-0.116787679,-1.813194831,0
1.282953399,-0.433700268,1.51125603,-0.731814671,1.264343848,0.557183661,0.365441477,-8.723354734,-1.114614404,2.42029074,-0.505258116,1
-1.504345237,0.524897158,0.262520001,-0.731814671,0.76378113,-0.910019802,-1.696662959,-0.053092356,-0.678687723,-1.290729733,3.655241172,0
-3.338169506,-1.1705651,0.262520001,-0.731814671,1.761124366,2.086218765,-2.254181626,-0.695515916,-2.403946808,-1.290729733,4.438572474,0
0.280245456,0.899371334,-0.984636389,-0.731814671,-1.58380602,-0.910019802,2.420201039,-8.723354734,-1.755130629,2.42029074,-1.754612509,1
1.070211721,2.610755916,-0.984636389,-0.731814671,2.469956625,-0.910019802,-0.169591587,0.317399185,1.680972855,2.42029074,3.670938556,0
1.348942285,-0.864506618,0.625750411,2.673029298,-1.58380602,2.086218765,-0.448743307,0.746672047,-1.122105,2.42029074,-0.627297497,0
1.594881018,-1.003041868,-1.3478668,-0.731814671,1.761124366,-0.910019802,3.486704343,0.688762135,-1.330467219,1.138215944,-1.681797427,1
1.693256511,1.72627928,-0.984636389,2.379690663,-0.874973762,-0.910019802,2.799938985,1.378722528,-2.616622479,2.42029074,-2.849962917,0
-0.812754465,-0.043228125,-0.621405979,-0.731814671,1.761124366,-0.910019802,-2.823788545,0.829336956,-2.175905471,-1.290729733,1.177104507,0
1.561683962,1.095455075,-1.3478668,-0.731814671,0.122369474,-0.910019802,0.745179422,-0.68017608,0.818105142,2.42029074,-1.681797427,0
-0.34713115,-1.705545788,0.264099639,-0.731814671,0.76378113,2.086218765,0.487343294,0.033488776,-0.920030398,1.138215944,0.540867993,1
-0.839008616,-1.182330811,-0.984636389,0.819455538,-1.58380602,-0.910019802,0.555310449,0.688762135,-1.330467219,-1.290729733,-1.02782907,0
0.231462934,-0.215893799,0.262520001,2.386585841,1.761124366,2.086218765,0.048153078,0.688762135,-1.330467219,1.138215944,-1.02782907,1
-2.361264661,-0.544497875,-1.3478668,-0.731814671,2.469956625,-0.910019802,-2.823788545,0.669319295,-1.541529707,2.42029074,-0.31731285,0
1.594475793,-1.768244709,2.237716851,-0.731814671,-1.58380602,2.086218765,-2.633919572,-1.016485623,-0.893852606,-1.290729733,0.280107645,0
1.18498313,-1.153992802,-1.71109721,-0.731814671,1.761124366,-0.910019802,-0.897824586,-1.058279932,-0.669913663,-1.290729733,0.674299858,0
1.512496216,-1.26697496,-1.3478668,-0.731814671,0.76378113,-0.910019802,-1.645212225,-1.956319811,1.676844731,-1.290729733,-0.503223656,0
-0.64879531,-0.128291759,1.87448644,0.541976997,-1.58380602,2.086218765,-0.870389924,-1.327871336,-0.913626889,-1.290729733,-2.08436346,0
1.545693271,0.204132669,-0.621405979,-0.731814671,1.761124366,-0.910019802,0.804631693,0.210251487,0.168363711,2.42029074,1.962470268,0
1.545693271,0.272960266,-1.71109721,0.835315632,1.761124366,-0.910019802,1.008984732,-2.289058613,4.790041753,-0.116787679,3.270406983,0
1.266962707,1.375960465,-1.71109721,0.541976997,-1.58380602,-0.910019802,-0.870389924,-0.732984608,-0.908079194,2.42029074,-1.02579461,0
1.742444257,-0.113691524,-0.984636389,-0.731814671,0.267000612,1.968035034,3.486704343,-1.566176133,4.790041753,1.138215944,-0.234089488,1
-0.658653545,0.204132669,1.87448644,-0.731814671,-1.58380602,-0.910019802,1.621813753,1.156333234,-2.616622479,1.138215944,-2.467163189,1
-0.616003479,-0.985253253,-1.3478668,-0.731814671,-1.58380602,-0.910019802,-1.696662959,-0.361212265,4.790041753,-1.290729733,-0.702147039,0
1.529297356,1.207220916,-0.984636389,2.093247205,0.76378113,-0.910019802,1.621813753,0.410437173,4.790041753,1.138215944,-2.849962917,0
1.397724807,0.421939138,-1.3478668,-0.731814671,-1.58380602,2.086218765,0.006244406,1.072103475,-0.901938733,1.138215944,-0.896431665,1
1.168587214,-0.751524461,-1.3478668,-0.731814671,2.469956625,-0.910019802,-1.060258897,0.078264842,-0.684828184,-1.290729733,-0.045574386,1
-0.527486221,1.112027373,-0.462361181,-0.731814671,-0.874973762,-0.910019802,0.006244406,1.208636726,-1.330467219,1.138215944,-0.104726544,0
-2.723982623,-1.198903109,-0.984636389,-0.731814671,0.122369474,-0.910019802,-2.076400905,-2.003080877,-1.757715006,-1.290729733,-2.066631616,0
1.266962707,-0.198755158,1.51125603,-0.731814671,-1.58380602,-0.910019802,0.365441477,-0.053092356,4.790041753,-1.290729733,-2.467163189,0
0.788924061,-1.182330811,1.87448644,2.093247205,0.76378113,-0.910019802,3.676573315,-1.307294012,0.793965416,1.138215944,-2.467163189,0
-0.724642431,0.437861462,-1.3478668,-0.731814671,0.122369474,-0.910019802,-1.439996843,0.377071485,-0.899993067,-1.290729733,2.102241493,0
-1.346969592,0.721555231,-0.984636389,-0.731814671,2.469956625,0.557183661,-1.060258897,0.290019525,-1.549829662,2.42029074,-2.082329,0
1.430516638,0.956919826,2.237716851,0.541976997,-1.58380602,-0.910019802,-0.081093613,-0.300405481,-1.317590765,-1.290729733,1.316875731,0
-1.13382269,-0.452961722,0.625750411,3.946820965,-1.58380602,2.086218765,-1.25012787,0.856716617,-1.528916301,2.42029074,-2.849962917,0
-3.059438943,-1.153992802,-1.71109721,-0.731814671,2.469956625,-0.910019802,-0.897824586,0.881640448,-0.031435505,-1.290729733,-0.130832208,0
-0.232764966,-0.232466097,-1.3478668,0.835315632,1.761124366,2.086218765,-2.064312653,1.156333234,-1.966193117,-1.290729733,1.045707103,0
1.463308469,0.158006045,1.715441642,-0.731814671,0.122369474,-0.910019802,3.106966397,1.175209604,-1.957682105,1.138215944,-1.428930478,1
-0.740633122,1.08966266,1.51125603,-0.731814671,0.555511589,1.968035034,-2.064312653,0.257317491,-1.330467219,-1.290729733,-0.118389468,0
1.33254637,0.03725941,0.262520001,-0.731814671,0.122369474,-0.910019802,-1.696662959,0.592396909,-1.332742604,-1.290729733,-1.683831887,0
-2.267697957,-0.228309484,-0.100710409,5.498091174,0.76378113,-0.910019802,1.036409338,2.050331543,-1.539702698,2.42029074,-2.849962917,1
1.103003552,1.893152539,2.964177671,0.541976997,-0.586462784,2.086218765,1.850594121,1.406407127,-1.944805651,2.42029074,-2.849962917,1
-1.75753291,-0.447332269,2.964177671,-0.731814671,0.76378113,-0.910019802,-0.270962585,-0.102635081,0.591509104,2.42029074,3.327524681,0
-0.642662854,-1.40013728,-1.3478668,-0.731814671,1.761124366,-0.910019802,-2.064312653,-3.190364294,1.030780812,-0.116787679,1.848804708,0
1.398130032,0.135641333,0.262520001,-0.731814671,0.122369474,-0.910019802,1.811682725,-0.038257556,-1.312705273,1.138215944,0.215185963,0
1.348537061,0.588812396,1.87448644,-0.731814671,2.469956625,-0.910019802,-0.63861228,-1.33497861,-0.254686516,-1.290729733,1.448273136,0
-2.731520632,-1.522100232,-0.984636389,-0.731814671,0.122369474,-0.910019802,2.420201039,-0.477168192,4.790041753,-1.290729733,-1.02782907,1
-3.239794013,-0.852740907,0.262520001,-0.731814671,2.469956625,-0.910019802,-0.650700531,2.512726589,-2.616622479,2.42029074,0.925702182,1
0.231462934,-1.768244709,1.87448644,-0.731814671,-1.58380602,-0.910019802,-0.270962585,-1.104251916,-0.262703207,2.42029074,0.483750295,1
1.463308469,-0.266827009,2.600947261,-0.731814671,0.122369474,-0.910019802,-1.629865816,-1.359597504,4.790041753,-1.290729733,0.450890903,0
0.311262566,2.42731036,-0.462361181,2.379690663,2.469956625,-0.910019802,-0.680520951,0.534486998,-1.752167312,2.42029074,-0.244497768,0
-0.812754465,1.807266038,1.51125603,-0.731814671,2.469956625,-0.910019802,1.036409338,0.345650255,-1.979069571,-1.290729733,-1.813194831,1
-0.691445376,0.387578225,-0.984636389,2.093247205,0.122369474,-0.910019802,-2.076400905,-0.450543406,-0.252411131,-1.290729733,0.0246364,0
-0.839008616,-2.33758631,-1.3478668,-0.731814671,1.761124366,-0.910019802,1.793339039,0.848213326,-1.316902833,-1.290729733,1.063438947,0
1.316150454,-2.722266037,-1.3478668,-0.731814671,2.469956625,-0.910019802,3.486704343,-1.343481902,0.388677134,1.138215944,-1.410628798,1
1.152191299,2.076598095,-0.984636389,2.109107299,2.469956625,-0.910019802,3.676573315,0.044271249,-1.732129981,1.138215944,-2.849962917,1
1.578079878,-1.198903109,-1.3478668,-0.731814671,2.469956625,-0.910019802,-1.018350225,0.269862352,-1.746356569,-1.290729733,1.179138967,0
-3.223398098,-0.27859272,-1.71109721,-0.731814671,0.122369474,-0.910019802,0.555310449,0.470109473,-1.516965097,-1.290729733,-1.02782907,0
1.447317778,2.477593597,-1.71109721,-0.731814671,-0.586462784,0.557183661,-0.870389924,-1.952783277,0.170639097,2.42029074,1.523122677,0
-0.49469439,1.359388167,0.625750411,-0.731814671,0.122369474,-0.910019802,0.555310449,1.81913402,-2.616622479,-1.290729733,-1.542026203,0
-2.624004533,2.507797896,-0.984636389,-0.731814671,2.469956625,-0.910019802,-2.076400905,-0.086519478,-1.324751642,2.42029074,-0.242463308,0
0.313442512,0.301298275,-0.100710409,-0.731814671,2.469956625,2.086218765,0.745179422,-1.998755261,4.790041753,-1.290729733,1.57763608,0
1.496505525,-0.584651202,-0.621405979,2.673029298,-1.58380602,-0.910019802,-2.444050599,1.630297276,-1.330467219,-1.290729733,-0.645029341,0
-2.21851021,1.508472812,-0.258175569,2.673029298,-1.58380602,-0.910019802,-2.024950171,1.199828497,4.790041753,-1.290729733,-2.849962917,0
1.594881018,0.973492123,-1.3478668,3.660377508,-1.58380602,2.086218765,-1.060258897,2.512726589,0.186692695,-1.290729733,0.925702182,0
-0.478298474,1.569698893,2.964177671,2.093247205,0.76378113,2.086218765,3.486704343,-0.074445446,-0.673802231,1.138215944,-2.849962917,1
1.18498313,1.927513451,1.14802562,-0.731814671,1.761124366,0.557183661,-0.460831558,1.127672771,-1.752167312,-1.290729733,2.86987541,0
-0.714784196,0.526113475,0.105054842,-0.731814671,-1.58380602,-0.910019802,0.555310449,0.149444704,-1.330467219,2.42029074,-1.356115396,0
-0.779962634,0.319086889,-1.3478668,-0.731814671,0.267000612,1.968035034,3.486704343,-0.101404955,-0.892193479,1.138215944,-2.849962917,1
0.296641372,0.560474387,-0.099130771,-0.731814671,1.761124366,2.086218765,0.409547338,-8.723354734,-0.718572054,2.42029074,-0.050213141,0
0.313442512,0.588812396,0.262520001,-0.731814671,1.761124366,-0.910019802,1.416147283,2.229225573,-2.168744594,2.42029074,-2.849962917,1
-0.199567911,-1.96947888,-1.3478668,-0.731814671,0.267000612,0.557183661,0.298644333,0.748373001,4.790041753,-1.290729733,-0.316743014,0
1.119399468,0.588812396,-1.3478668,0.835315632,1.761124366,-0.910019802,0.804631693,-0.4248647,-0.044311959,2.42029074,-0.642994881,0
-2.509233125,0.991280738,2.237716851,0.541976997,2.469956625,-0.910019802,3.29683537,2.512726589,-2.616622479,1.138215944,-2.849962917,1
1.594475793,0.324879304,-1.3478668,-0.731814671,-1.58380602,-0.910019802,-2.024950171,1.335227265,-0.67890155,-1.290729733,0.150744701,0
0.165879272,-1.033246167,-0.984636389,-0.731814671,-0.441831647,-0.910019802,-2.823788545,1.252131989,4.790041753,-1.290729733,4.438572474,0
-3.108626689,0.184708252,2.964177671,0.819455538,0.76378113,-0.910019802,-0.448743307,0.73830486,-1.119924779,2.42029074,0.793734942,1
1.070211721,0.071726095,1.715441642,2.093247205,-0.874973762,-0.910019802,1.416147283,0.720183366,-1.529578504,-1.290729733,-0.244497768,1
-3.157814436,1.744067895,2.600947261,2.093247205,1.761124366,-0.910019802,2.610070012,-0.081752819,-1.331817353,2.42029074,-1.3535111,0
-0.626266938,0.502925895,-1.71109721,-0.731814671,-1.58380602,-0.910019802,-0.169591587,0.008144793,-0.241501069,-1.290729733,1.581705,0
1.152191299,1.72627928,-0.984636389,3.946820965,-0.586462784,-0.910019802,-2.633919572,1.127672771,-2.616622479,-1.290729733,0.297839489,0
-2.169322464,-2.555392778,0.625750411,-0.731814671,-1.58380602,-0.910019802,-2.254181626,1.511014111,4.790041753,-1.290729733,4.112890443,0
-2.705578886,-2.170713051,-1.71109721,-0.731814671,2.469956625,-0.910019802,-0.071551551,0.457564612,4.790041753,2.42029074,2.251940577,0
