subject_id,edit_dist,len_diff,len_var,avg_len,num_patterns,start_time_var,end_time_var,fp_home,fp_lsb,fp_hopkins,fp_sudikoff,fp_53_commons,fp_baker-berry,fp_sport-venues,extra,agrbl,consc,neuro,open,assertive,activity,altruism,compliance,order,discipline,anxiety,depression,aesthetics,ideas
01,0.797570257703,-0.287768531197,-0.42889537686,0.995299621451,0.586718821769,-0.482263559791,0.188477262193,0.529825817207,0.497946603234,1.16238120424,-1.01212165469,-0.0830005501377,-0.620699107353,-0.841159917923,3.125,3.777777778,4.444444444,2.75,3.9,2.8,4,4,3.666666667,4,4.4,2,4.5,3.333333333,4.4
02,-0.764986594736,-2.21832576457,-1.53830323238,-0.0842176602766,0.586718821769,-1.09999786733,-0.017717482844,0.529825817207,0.497946603234,1.16238120424,1.15671046251,0.120728072928,-0.102383357914,1.26607575275,2.125,3,4.222222222,3.5,3.2,2,2.5,3.25,2,4.5,3.8,3.75,2.5,3.333333333,3.2
03,-2.00255788333,-1.42828234291,-1.19680497403,-1.89872543169,-3.73366522944,-0.78503507804,-1.61930779996,0.529825817207,-1.53910768272,-1.48236254698,0.289177615627,-1.50910091159,-1.13901485679,-0.841159917923,2.125,3.222222222,3.888888889,3.375,2.7,2.2,2,3.5,3,4,3.8,3.5,3.5,2.333333333,2.8
04,1.97933594442,1.16163443786,1.71239099985,2.18965916719,0.586718821769,-1.37675897425,-1.27173415422,0.529825817207,0.497946603234,1.16238120424,-0.361472019534,0.528185319058,1.62533580688,2.6708995332,2.375,3.111111111,2.666666667,4.125,2.9,1.8,4,3.5,2.666666667,2,2.8,4.5,3,3.666666667,2.6
05,1.07659826707,0.54385612318,0.403006686737,0.857488904634,0.586718821769,-0.943369714588,0.465317279315,0.529825817207,0.497946603234,0.809748704076,0.0722944039068,0.731913942123,-0.275155274394,1.26607575275,3.125,3.777777778,4.444444444,2.75,3.3,2.6,4,3.75,4,5,4.2,2.75,2.5,3,3.6
07,0.761460750609,1.19133531837,1.15922535254,0.0995299621451,0.226686817502,-0.587763816073,-0.376535972818,-0.975994926433,0.497946603234,0.633432453995,-1.01212165469,0.120728072928,-1.13901485679,1.03193845601,3.125,4.222222222,3.777777778,,2.3,3.4,2.5,4.5,4,4,3.4,2,,1.666666667,2.8
08,0.55136907297,-0.418452405457,-0.453507863948,0.581867471002,0.586718821769,-0.461907048077,-0.474763852986,0.529825817207,-0.72428596834,0.986064954157,2.02424330939,-0.694186419333,0.588704308005,0.0953892690428,2.625,3.777777778,4.222222222,3.25,3.3,2.2,3,3.75,3.333333333,3,4.4,3.25,3.5,1.666666667,4
09,-0.0789059599466,-0.388751524943,-0.516885018202,0.14546686775,0.586718821769,-0.586380403938,-0.326494792409,0.529825817207,0.905357460425,0.104483703752,-1.01212165469,1.13937118825,0.761476224485,-0.138748027699,2.375,4.555555556,2.666666667,2.125,3.3,1.8,3.5,4.5,5,2,2.6,2.5,1.5,2.666666667,3.6
10,-0.459697125667,-0.840204908748,-0.873766080987,0.742646640621,0.586718821769,-1.44792115162,-0.346813574825,0.529825817207,2.127590032,-0.0718325463293,0.506060827347,0.324456695993,2.3164234728,0.797801159267,2,1.333333333,4.777777778,3.375,3.6,1.8,3,1.5,1.333333333,4.5,4.8,3.25,4,3,3.8
14,1.48693357496,-0.192725713554,-0.163080516302,1.63841629993,0.586718821769,0.345387129398,-0.652402248602,0.529825817207,0.905357460425,0.457116203914,1.37359367423,-0.694186419333,1.97087963984,-0.841159917923,3.25,3.666666667,,,3.3,2.6,4,3.75,3.333333333,2.5,,,2,3,3.4
15,-0.154407656598,1.30419866433,1.18076127874,-0.934050413977,0.226686817502,2.09327428325,-0.976079105956,-1.72890529825,0.905357460425,-1.48236254698,-1.01212165469,0.120728072928,-0.275155274394,-0.138748027699,3.25,3.555555556,3.111111111,2.75,3,3.2,3,3.5,4.333333333,2,3.2,2.75,2.5,2.666666667,3
16,-0.728877087642,-0.875845965364,-0.871304832278,-0.130154565882,0.226686817502,-0.59484570118,-0.504576019976,0.529825817207,0.497946603234,-0.953413796735,0.939827250788,1.13937118825,-1.13901485679,0.329526565784,1.75,3.333333333,3.555555556,4.25,3.8,1,3,2.75,3.666666667,3,3.6,4.25,4,3.666666667,3.6
17,-0.499089315224,-0.115503424219,-0.253531406353,-0.267965282698,-0.133345186766,-0.910322324446,0.00785132598952,0.529825817207,0.905357460425,-0.24814879641,2.02424330939,-1.10164366546,-0.102383357914,-0.841159917923,2.625,3.888888889,3.333333333,3.125,4.5,2.4,3,4.5,2.666666667,1.5,3.8,2.75,4,5,4
