cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,evac_decision
-3.236660725,-0.52096753,-1.707967219,-0.186650981,-0.061825167,0.063800071,0
0.690085101,0.954209558,0.373144321,-1.921250489,4.605286547,-0.263323244,1
1.72317234,-0.701970867,-2.045728998,-0.863990433,-1.983125962,1.358239887,0
-2.802033999,1.911040627,-0.587752089,0.652169053,-0.262691959,-0.181772993,0
-0.547964494,-1.020914557,3.58568779,-0.879216507,-2.195322036,2.154736143,1
-1.438879967,0.43586354,0.951021001,1.550175344,4.605286547,0.073027306,0
-0.964382381,-0.764025739,2.940124578,-0.232583591,4.605286547,2.371975674,1
1.732069513,-1.020914557,-2.18131361,1.797086441,0.599780942,0.225477069,0
-2.360085168,-0.344538429,2.804539965,0.592774603,-0.050280195,-0.391053032,0
-0.811935981,-0.710346053,1.370613356,1.360031477,4.605286547,-1.197384986,0
-0.772339887,-3.197076551,-0.504120032,-1.921066924,-1.556887996,1.823661845,0
1.192611131,1.949529375,-2.18131361,-1.671895738,-2.864994958,1.153627636,0
1.122612094,0.474352288,-2.045728998,0.000890294,-0.920369871,1.748729467,0
-0.183685141,-2.659732791,2.120706858,-1.290523067,-1.147014306,0.075636668,0
-2.659312938,0.597216241,-1.843551832,0.134767899,4.605286547,-3.879654126,0
1.317704163,1.592096937,2.700387317,-2.217192643,-1.132648071,2.626775973,1
-1.054397108,0.954209558,2.835971929,-0.806935541,-0.489460269,0.822553339,1
1.786324987,-0.916449595,-2.316898223,0.345759409,-0.677830575,-1.265699492,0
2.213770865,0.11691985,4.583156826,-0.511097483,-1.98816551,1.827061892,0
-1.968418924,1.592096937,-1.572382607,0.695762106,-0.262691959,-0.728745202,0
0.471363612,-2.368162029,0.446349156,7.97553528,-0.240263327,0.828562747,0
2.145119455,-5.234255537,0.581933768,-0.451886598,-1.121020973,0.694215087,0
0.597212127,-2.23082764,-1.910144385,-0.011996222,-1.139681244,1.196646876,1
1.375248705,-2.878132861,-2.18131361,-2.217192643,-1.987637761,3.036000475,0
-0.415908979,0.474352288,-0.190861745,0.945300423,0.180130527,-1.941083831,0
1.938423722,-0.344538429,0.891432471,0.343236286,-0.899425774,0.608713854,1
-0.564014906,-0.383027177,-2.045728998,0.296936545,-0.049081446,0.488812152,0
1.298556457,-0.383027177,0.512941709,-0.264161758,4.605286547,1.033725934,0
1.217151313,1.911040627,-1.843551832,-0.819822057,4.605286547,1.825003465,0
-0.677034138,-0.20202384,0.237559708,0.150569297,-1.339804597,-0.267274226,0
0.0548618,-1.339858247,1.95549406,0.093777438,-1.751756111,1.153627636,1
2.375882606,-2.078289246,-0.584583201,-1.674235295,-1.551714885,3.036000475,0
1.757253186,-0.383027177,-0.235786683,-2.060094871,-2.421804561,-1.73246307,0
0.343382308,-0.20202384,-2.18131361,-1.349996986,-2.647911559,-2.746807321,0
0.655772919,1.630585685,-1.910144385,7.97553528,-0.719870991,1.141000356,0
0.8455109,1.273153247,-1.555343104,-1.408999677,4.605286547,-3.4857645,0
-1.968785796,-1.260555723,-1.843551832,-0.8174825,-0.046351998,-1.802785189,0
-2.192089893,0.954209558,-0.246821423,-0.158467567,-1.345059835,0.612664836,1
0.424403068,0.43586354,-2.045728998,-2.808709821,-2.864994958,0.822553339,0
1.616200503,-2.416789121,4.311987601,-1.118287334,-1.540671388,1.810483629,1
0.922614193,-0.344538429,1.374826132,1.797006972,0.368868745,-1.206243505,0
0.864125168,1.592096937,-0.991337038,-0.863702772,-1.115765735,0.269753942,0
-1.616729763,1.592096937,0.784110934,-2.060094871,-2.864994958,3.036000475,0
-3.729804479,-0.663482119,-0.981667409,1.254416755,4.605286547,-0.252588519,0
2.560618714,-0.701970867,2.668955353,0.389640124,0.831220889,0.199489352,1
-0.293090285,-2.140294757,2.564802704,-0.527057818,-1.764342338,-0.984336185,0
0.8665876,-0.20202384,-1.843551832,-0.526586591,-2.203388849,-0.399012525,0
0.306327112,0.992698306,-1.707967219,-1.053767169,4.605286547,2.831388224,0
1.184093756,0.954209558,1.027017083,-0.510993387,-1.34224826,0.744403135,0
2.560618714,-0.383027177,1.093609637,0.63917844,-0.050198069,1.087314028,0
2.502038992,-1.377907874,-2.18131361,-0.881923195,-1.784569271,-2.61111804,0
1.436002684,-0.663482119,2.213824767,-0.215234798,-1.121020973,-1.729853708,1
-0.270774707,-2.125218358,0.310764543,-0.21775792,-1.115765735,0.275581131,0
-2.989967664,1.630585685,-1.252836634,-1.929003423,4.605286547,2.626775973,0
-1.551722114,1.592096937,-1.843551832,0.904414058,-0.036952873,-0.603624776,0
1.741597537,-0.701970867,-1.081996713,0.620590886,-0.892024689,-0.190449292,0
0.445979926,1.592096937,-0.991337038,1.786539483,-0.01792469,0.278798957,1
-1.803126774,-3.777477441,4.591074552,-2.808709821,-1.351431695,-0.91677919,1
0.39389897,-1.020914557,2.976756787,0.09107075,-0.670797402,0.815218661,1
1.217800836,0.954209558,2.668955353,0.636471752,0.602008916,1.483360314,1
0.344840903,-3.259131423,0.620263246,-0.199458028,4.605286547,1.698541419,1
-3.161389533,0.11691985,-1.910144385,-2.060094871,-2.864994958,-1.6007823,0
0.336705711,0.43586354,-2.316898223,-2.808709821,-2.864994958,0.084386845,0
0.279248352,-1.168387289,-0.517990647,-0.449075814,-0.703732094,2.040350441,0
1.070436511,0.11691985,-0.355696902,-2.217192643,4.605286547,0.815935467,0
0.889542085,-2.444162048,-2.316898223,-0.794049025,-1.356604807,0.608713854,1
1.9121881,1.592096937,-1.910144385,-0.451886598,-1.107248028,-0.181222057,0
2.406185699,1.911040627,-2.18131361,-0.174164867,4.605286547,0.145901258,0
-1.516248636,1.592096937,-0.313413976,7.97553528,-1.118209398,-1.660930738,0
-2.547223131,-0.701970867,1.343394169,2.414847879,1.010775671,0.067751053,1
-3.180407896,1.273153247,-0.855752426,0.36929698,-1.555771374,-3.620902845,0
2.09085703,-1.020914557,-1.910144385,-1.921434054,-2.421804561,1.082095304,0
-2.690455403,1.949529375,-1.843551832,-1.339825802,4.605286547,-4.288878628,0
-0.572037817,1.592096937,-0.981667409,-1.023244198,0.401725726,-2.61111804,0
-3.247082196,1.273153247,-2.18131361,-2.808709821,-2.864994958,-0.452147916,1
-0.340303301,-4.41536482,4.040818376,0.386829339,0.173758666,0.281590539,1
2.162651688,1.630585685,-0.626866127,-1.69187175,-1.351431695,0.469624527,0
2.423922632,-1.020914557,-1.252836634,-0.832996235,-1.537859813,-0.933357453,0
-1.569390134,-0.663482119,0.765517488,-1.056473858,-1.563843459,1.153627636,0
-0.604152744,1.630585685,-2.316898223,0.665239134,-0.920154181,0.404652539,0
0.881163721,1.273153247,1.374826132,-1.316479664,-1.983493874,-0.383775882,0
-3.196883551,1.949529375,-0.584583201,-0.866329991,-1.342088423,-0.798935914,1
0.354835529,-0.079159887,1.684324835,-1.056473858,-1.563843459,0.744403135,0
-0.426094063,1.592096937,-1.081996713,0.386933435,-0.899425774,-1.390160641,0
-0.959210674,1.911040627,1.95549406,-2.309633188,-1.979349987,-2.815730291,1
1.344108141,0.43586354,-2.316898223,-1.468210562,-2.192878373,-1.604733282,0
0.070935439,-0.482478781,-0.084527678,-0.884070543,4.605286547,-0.933357453,0
2.47264457,1.630585685,0.615063001,1.197649524,0.618891252,-1.062428861,0
-1.922682399,0.43586354,3.115058881,-1.133504763,-1.763010026,1.49653853,0
1.819094222,-0.663482119,-2.18131361,-0.294868295,-1.111837537,1.423664578,0
1.635396865,0.474352288,1.510410745,0.607887935,-0.262691959,-0.19780032,0
0.632766344,1.592096937,-0.142291133,-1.115764211,-2.195322036,1.701150781,0
-1.045067045,1.630585685,0.208309163,-1.129121955,4.605286547,-2.827806636,1
-3.01710097,1.311641996,0.921770456,-0.8244679,-1.973726837,1.944114483,1
0.894164752,-4.15390762,-0.858921314,-0.8244679,-2.030867239,1.074135812,0
-3.380910666,-3.058093543,4.176402988,-0.806935541,-0.255736497,1.153627636,1
2.282490648,-1.020914557,-1.572382607,1.257123443,-0.464593247,-2.145696082,0
-1.420646229,1.311641996,-1.843551832,1.269346522,1.038459541,-2.47542876,0
-1.769379916,1.592096937,-0.935377361,1.796902876,0.401725726,-1.478271235,0
2.045278339,-3.234522644,-0.142291133,-0.830289547,-1.088081865,1.701150781,1
0.771132454,1.949529375,-0.46203097,1.004590776,4.605286547,-3.267974033,0
-1.352364466,-2.163707106,-1.572382607,-0.169198091,-0.299852664,3.036000475,0
0.912490024,0.954209558,-0.946412101,-0.910210706,4.605286547,-3.825515096,0
-1.41520962,0.954209558,-1.130090539,-0.789299086,-1.093337103,-0.27534206,0
1.345335132,0.635265868,-2.045728998,-1.126415266,4.605286547,-2.337582819,0
-3.885457886,-0.383027177,0.038218417,-1.056290292,-1.123832548,0.404101603,0
0.926106663,0.474352288,-1.572382607,-0.567577052,-1.551632759,-1.401388773,0
0.830311917,-2.739149854,-0.720167814,1.238823551,0.173175065,0.488812152,0
-0.167767947,1.911040627,-2.316898223,0.137474588,0.595637055,1.082095304,0
1.335411424,-2.878132861,4.726659165,-2.013691033,-2.214933821,2.626775973,1
0.821783174,0.954209558,0.358763651,-0.155840348,4.605286547,-1.519232049,1
0.789435382,-0.040671139,-1.910144385,0.623297574,4.605286547,-2.544253496,0
-1.995823303,-0.383027177,-2.18131361,-1.041360525,-2.640956097,-1.478271235,0
-1.326217163,1.911040627,-2.045728998,-2.808709821,-2.864994958,-1.40879733,0
-0.858298458,-2.559189171,-0.855752426,-0.557397224,-2.864994958,-0.728745202,0
1.534723077,-3.011115071,-2.316898223,0.314181242,-0.662357406,0.737234326,0
1.566681824,-0.383027177,0.784110934,-1.691767654,4.605286547,3.036000475,0
-2.504758279,-0.801422471,1.159432808,0.948111207,0.602592517,0.272363304,0
0.062972082,1.311641996,-1.436797994,0.093697969,-0.262691959,-1.150596985,0
-0.21671299,-1.740298454,-2.045728998,0.299459668,4.605286547,0.829113683,1
-2.027291765,1.592096937,-0.855752426,-2.808709821,-2.864994958,1.823661845,0
1.176912936,1.592096937,2.213824767,0.934937029,4.605286547,2.091089425,1
-2.487920538,-0.064083488,1.229194249,-0.776124908,4.605286547,-1.586096593,1
0.792980033,1.311641996,0.138547722,-2.808709821,-1.981425738,1.291926279,1
-2.117947681,-2.596635264,-1.081996713,-1.921250489,-1.319076189,0.15117751,0
-2.22898097,-2.151410578,-0.846082796,1.282233038,4.605286547,0.366301087,0
2.731688493,1.273153247,-0.517990647,-1.362699936,-2.640956097,0.488812152,0
-0.399137585,0.992698306,0.167798267,7.97553528,4.605286547,-4.084266377,0
-3.133135812,-0.584065057,-0.235786683,-1.625308335,-2.419360898,3.036000475,0
2.051271033,-1.540896126,1.333724539,-1.072067062,-1.562143234,1.49653853,1
-2.819118806,1.273153247,-2.316898223,1.57352935,0.160385179,-1.604733282,0
2.537710073,-0.663482119,-2.18131361,1.007009803,4.605286547,-1.6007823,0
-2.66966862,1.630585685,-2.316898223,-0.292161607,-1.77567162,1.819710863,0
1.841776095,-0.774049544,-2.18131361,-2.499777054,-2.226560919,0.071759564,0
0.598204746,-1.020914557,4.447572213,1.226233341,4.605286547,3.036000475,1
-1.870781322,-0.064083488,1.364778861,0.762221425,-1.754943213,1.701150781,1
1.788902239,-0.701970867,-0.846082796,-1.920883358,0.189313962,0.14851062,0
1.136333606,-0.383027177,4.99782839,-1.501623787,-2.640956097,3.036000475,1
-2.903841125,-1.020914557,4.591074552,-1.056473858,-1.563843459,0.539790884,1
0.983506179,1.592096937,4.311987601,-1.501727884,-2.864994958,1.546175642,0
-1.308291938,1.630585685,-0.246821423,7.97553528,-0.059381504,0.611323216,1
-0.935274092,1.311641996,-0.847886574,0.636471752,4.605286547,-2.403896427,0
0.218682728,0.492751278,-0.723336701,-0.850816256,4.605286547,1.080753684,0
2.186331023,1.592096937,-2.18131361,0.384706619,4.605286547,2.626775973,1
1.463008052,0.558727493,-0.46203097,0.301478291,-0.439275329,-2.954028934,0
1.436002684,-0.663482119,0.644313545,-0.464773114,-1.121020973,-0.728745202,0
2.422259215,1.949529375,-2.18131361,-0.508470264,-0.470591923,-0.194400274,0
2.445686691,1.592096937,-0.710498184,-1.115868308,-2.864994958,1.823661845,0
1.70666173,0.11691985,-1.572382607,-1.113345185,-1.332403512,-0.317462274,0
-0.496620405,1.911040627,-0.491281515,0.930291187,-1.559331659,-0.185173039,0
-4.493494501,0.754807229,1.684324835,4.200234033,-1.563843459,-0.728745202,0
1.434797515,-0.344538429,2.000796639,-1.280055577,-2.430828159,0.949015386,1
0.876045598,-1.832466889,0.581933768,-1.929003423,-1.981425738,3.036000475,0
-1.795322683,1.911040627,2.700387317,0.018710315,-1.106664426,1.153627636,0
2.392155464,-0.663482119,1.80707093,-0.776124908,-0.470959835,-0.049483758,0
-0.239434928,0.11691985,-2.316898223,1.797006972,4.605286547,-3.4857645,0
-1.04920714,-1.221952436,-0.079327432,-0.71925358,-1.340915947,1.687972565,0
0.253850987,-0.663482119,-0.720167814,-1.072171158,-0.66384194,-0.597006903,0
-1.305567295,1.592096937,-1.217581326,3.286530441,1.914787514,-2.47542876,0
2.283974186,-0.982425809,2.804539965,0.047294132,-0.69789767,0.413328838,1
-0.713712019,1.592096937,-2.045728998,0.106768051,-0.693887346,-0.181222057,0
1.783424713,-0.383027177,1.789497696,-1.056473858,-1.561399796,1.483360314,1
1.185522829,-0.064083488,1.500363474,-0.760531703,-1.12516486,-0.598332174,0
0.410486822,-0.701970867,4.726659165,-0.28190231,-1.585155468,1.503338622,1
0.848656294,-1.020914557,1.42111618,-0.806935541,-1.111837537,2.491086692,0
2.010957615,0.954209558,-1.572382607,0.139334273,-0.235008089,-0.399012525,0
0.346893416,-1.120366161,-1.467852317,1.197282393,4.605286547,-2.213179199,0
-0.193033678,0.43586354,0.128684228,1.786723048,-0.262691959,-4.493490879,0
1.99354741,-2.445306368,-1.252836634,1.241059012,-0.04109676,-3.498391781,0
-2.681522636,-1.008618029,-2.045728998,-1.113241089,-0.668513576,-3.747915827,0
1.653278042,0.954209558,-1.436797994,0.929419557,-0.046351998,-2.607167058,0
1.788938659,1.630585685,0.208309163,-1.501727884,-0.49124262,1.153627636,0
-1.070246262,1.630585685,-1.843551832,0.077817103,-0.670715276,0.145901258,0
1.986222014,1.592096937,-0.11123681,-1.113345185,0.826047778,2.831388224,0
0.355448836,1.592096937,-1.252836634,-0.215234798,4.605286547,-0.507554688,0
-2.853271582,1.911040627,-0.326446358,-0.304968654,4.605286547,-0.469993921,0
0.912011221,-0.701970867,0.216175015,0.430526488,0.189313962,-0.055310947,1
0.964718304,-0.663482119,-2.316898223,-0.202244185,4.605286547,0.086996207,0
0.460262254,-3.093165248,1.086605614,-1.056290292,4.605286547,2.491086692,0
2.393553446,-2.878132861,-0.981667409,0.356226899,-0.496575568,-0.863883547,0
-0.417449633,1.592096937,0.343893776,-1.100171007,-2.422172473,1.29477539,0
0.860291278,1.949529375,-0.374540183,-0.274629248,0.19915871,3.036000475,0
-2.800113394,1.592096937,4.447572213,-0.515639229,4.605286547,0.501439432,1
1.586065293,1.311641996,4.311987601,-0.544223046,-2.203388849,1.367649342,1
0.359505338,-0.383027177,0.195470646,7.97553528,-1.113036287,0.406710965,0
-0.949593052,1.630585685,-2.316898223,-1.671528607,4.605286547,1.027898746,0
2.072718182,-0.663482119,-1.290178642,0.958370504,4.605286547,-0.930748091,0
0.528825504,1.273153247,0.310764543,-1.085424805,-2.200209362,1.356898267,0
-1.138888912,-4.406989634,4.447572213,-2.060094871,-2.243279002,0.813326105,1
-1.182756198,1.592096937,-1.707967219,0.932230341,4.605286547,-2.406505789,0
-0.703157195,1.630585685,-2.18131361,0.608288338,-0.487474259,-3.826066032,0
0.679310583,0.474352288,-2.18131361,-2.808709821,-2.864994958,3.036000475,0
2.395332795,1.630585685,4.311987601,-1.923773612,-1.111837537,2.08186219,1
-2.135132101,1.592096937,-1.572382607,0.945379892,0.205530571,0.277639557,0
1.77159243,-2.416789121,4.447572213,0.947823545,-0.057153531,-0.937308435,1
1.57042578,1.592096937,2.668955353,0.093985631,-1.780926858,1.750787893,1
1.49644312,-3.058093543,1.95549406,0.711459407,4.605286547,-0.520732905,1
-2.565275346,-0.710346053,-1.707967219,1.519285242,-1.371254754,0.951624748,0
1.055085405,1.273153247,-2.316898223,-0.557476693,-1.55880391,0.689473421,0
-3.7331471,-0.812538292,1.162601695,-1.054054831,-2.864994958,-0.249370693,1
-1.443181461,1.592096937,-1.467852317,-0.570467306,-1.559331659,-2.201893539,0
1.349212425,-3.811008046,-1.081996713,-0.771078662,4.605286547,0.938446531,0
2.147278104,-0.701970867,-1.130090539,0.664872004,-2.419360898,2.286474441,0
-2.485307822,1.592096937,-0.53937534,0.649541834,-1.115765735,0.744403135,0
1.576218978,0.155408598,1.328524294,0.36929698,-0.722842403,0.744403135,0
2.395332795,-2.559189171,-1.843551832,0.343236286,-0.262691959,-0.728745202,0
1.509873606,1.592096937,-2.316898223,0.878065702,-1.34224826,1.493929168,0
-1.61406502,1.949529375,-1.603436929,2.491695219,-0.272008957,-2.064145832,0
1.584531049,1.073750919,-1.690927717,0.150281635,-0.257436721,-2.815730291,0
0.912395091,1.592096937,4.726659165,-1.627831457,-1.323587989,1.875191513,1
1.367587168,-0.701970867,-1.910144385,1.48789064,-0.056196745,-2.084658727,0
1.506475917,-0.982425809,-1.843551832,-0.264057662,-2.864994958,0.404101603,0
-1.978822217,1.630585685,-1.843551832,-0.230828002,-0.899425774,-0.590997495,0
-1.176340707,1.630585685,1.527072606,1.843890682,4.605286547,1.439140969,1
1.738950258,-0.383027177,0.602224483,2.414480748,-0.058480571,1.754738875,1
1.436150007,-0.584065057,-2.045728998,-1.099987442,-0.269725132,-1.523183031,0
-0.525879734,-0.064083488,2.362247897,1.238719454,-0.698558982,1.289316917,1
-0.782121994,-1.735340312,-1.707967219,-1.920883358,-1.974094749,-3.146804588,0
1.408859964,1.630585685,2.362247897,0.605948781,-1.127894308,-0.396403163,1
-1.774790736,1.311641996,1.099444131,-0.261350973,-0.262691959,-0.728745202,1
-0.254283497,1.311641996,-2.045728998,-0.586348172,-1.345059835,-0.316911338,0
-3.620307262,-1.52923677,3.662597575,-2.808709821,-2.864994958,3.036000475,1
-3.318693149,-0.161210065,0.072724551,0.71135531,-0.029551788,-0.866492909,1
