cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,evac_decision
0.520752617,-0.663482119,-1.499953258,-2.316898223,-0.202244185,4.605286547,0.086996207,0
-0.098515731,-3.093165248,-1.499953258,1.086605614,-1.056290292,4.605286547,2.491086692,0
2.058871588,-2.878132861,-1.499953258,-0.981667409,0.356226899,-0.496575568,-0.863883547,0
-0.914591099,1.592096937,-1.499953258,0.343893776,-1.100171007,-2.422172473,1.29477539,0
0.559084921,1.949529375,-0.44751089,-0.374540183,-0.274629248,0.19915871,3.036000475,0
-1.673207027,1.592096937,2.870666226,4.447572213,-0.515639229,4.605286547,0.501439432,1
1.596810743,1.311641996,0.15730589,4.311987601,-0.544223046,-2.203388849,1.367649342,1
-0.25079718,-0.383027177,-1.499953258,0.195470646,7.97553528,-1.113036287,0.406710965,0
-1.536055536,1.630585685,-1.499953258,-2.316898223,-1.671528607,4.605286547,1.027898746,0
1.556920938,-0.663482119,-1.499953258,-1.290178642,0.958370504,4.605286547,-0.930748091,0
0.351252312,1.273153247,0.15730589,0.310764543,-1.085424805,-2.200209362,1.356898267,0
-1.50627087,-4.406989634,-0.44751089,4.447572213,-2.060094871,-2.243279002,0.813326105,1
-0.011086687,1.592096937,2.870666226,-1.707967219,0.932230341,4.605286547,-2.406505789,0
-1.226397731,1.630585685,-1.499953258,-2.18131361,0.608288338,-0.487474259,-3.826066032,0
2.042618658,0.474352288,2.870666226,-2.18131361,-2.808709821,-2.864994958,3.036000475,0
1.974779631,1.630585685,-1.499953258,4.311987601,-1.923773612,-1.111837537,2.08186219,1
-2.818438611,1.592096937,-1.499953258,-1.572382607,0.945379892,0.205530571,0.277639557,0
1.860550074,-2.416789121,0.15730589,4.447572213,0.947823545,-0.057153531,-0.937308435,1
1.905658629,1.592096937,0.609756093,2.668955353,0.093985631,-1.780926858,1.750787893,1
1.112371919,-3.058093543,-1.499953258,1.95549406,0.711459407,4.605286547,-0.520732905,1
-2.161647321,-0.710346053,2.267015241,-1.707967219,1.519285242,-1.371254754,0.951624748,0
1.27778213,1.273153247,0.609756093,-2.316898223,-0.557476693,-1.55880391,0.689473421,0
-2.540768162,-0.812538292,2.870666226,1.162601695,-1.054054831,-2.864994958,-0.249370693,1
-2.038197649,1.592096937,-1.499953258,-1.467852317,-0.570467306,-1.559331659,-2.201893539,0
2.090196476,-3.811008046,2.267015241,-1.081996713,-0.771078662,4.605286547,0.938446531,0
1.860550074,-0.701970867,-1.499953258,-1.130090539,0.664872004,-2.419360898,2.286474441,0
-2.512987831,1.592096937,0.609756093,-0.53937534,0.649541834,-1.115765735,0.744403135,0
1.094807142,0.155408598,-1.499953258,1.328524294,0.36929698,-0.722842403,0.744403135,0
1.974779631,-2.559189171,-1.499953258,-1.843551832,0.343236286,-0.262691959,-0.728745202,0
0.977769532,1.592096937,-1.499953258,-2.316898223,0.878065702,-1.34224826,1.493929168,0
-1.12205088,1.949529375,2.267015241,-1.603436929,2.491695219,-0.272008957,-2.064145832,0
1.921321073,1.073750919,0.609756093,-1.690927717,0.150281635,-0.257436721,-2.815730291,0
0.354983304,1.592096937,-1.499953258,4.726659165,-1.627831457,-1.323587989,1.875191513,1
1.708952924,-0.701970867,0.609756093,-1.910144385,1.48789064,-0.056196745,-2.084658727,0
1.496465856,-0.982425809,0.15730589,-1.843551832,-0.264057662,-2.864994958,0.404101603,0
-1.963695932,1.630585685,0.609756093,-1.843551832,-0.230828002,-0.899425774,-0.590997495,0
-1.914858724,1.630585685,-1.499953258,1.527072606,1.843890682,4.605286547,1.439140969,1
1.279713856,-0.383027177,-1.499953258,0.602224483,2.414480748,-0.058480571,1.754738875,1
1.067824079,-0.584065057,-1.499953258,-2.045728998,-1.099987442,-0.269725132,-1.523183031,0
-0.390058336,-0.064083488,0.609756093,2.362247897,1.238719454,-0.698558982,1.289316917,1
-0.6549504,-1.735340312,0.609756093,-1.707967219,-1.920883358,-1.974094749,-3.146804588,0
1.341457227,1.630585685,0.15730589,2.362247897,0.605948781,-1.127894308,-0.396403163,1
-2.255277168,1.311641996,-1.499953258,1.099444131,-0.261350973,-0.262691959,-0.728745202,1
0.439141688,1.311641996,2.267015241,-2.045728998,-0.586348172,-1.345059835,-0.316911338,0
-2.618417912,-1.52923677,2.870666226,3.662597575,-2.808709821,-2.864994958,3.036000475,1
-2.607700907,-0.161210065,1.810140311,0.072724551,0.71135531,-0.029551788,-0.866492909,1
-0.926474503,-1.52923677,0.15730589,-1.843551832,7.97553528,-0.659170304,-1.273658985,0
-1.758587858,1.911040627,2.870666226,-1.436797994,-1.05899698,-0.483919246,-1.997281288,0
1.554398725,-1.515848226,-1.499953258,0.620263246,-1.316296099,-1.53541615,1.153627636,0
0.394647177,1.630585685,-0.450769822,-1.117252021,0.695762106,4.605286547,-4.493490879,0
-2.539109099,-0.801422471,2.267015241,2.349409379,0.948111207,0.161102344,-0.0507515,1
1.884158541,1.273153247,-0.450769822,-2.316898223,-1.625675465,4.605286547,-0.3195207,0
-2.315271175,-0.584065057,-1.499953258,2.409463439,7.97553528,-0.25557666,0.426138338,1
-1.852216216,-0.663482119,1.662198461,0.343893776,-1.126048136,4.605286547,-2.145696082,0
-0.91117962,1.949529375,-1.499953258,-2.316898223,-1.717932444,-1.540671388,3.036000475,0
0.609109506,1.592096937,-1.499953258,1.510410745,-0.554586439,-2.864994958,0.281039603,0
0.173191595,-1.020914557,-1.499953258,4.591074552,-1.159277795,4.605286547,2.704926178,1
2.301067735,1.311641996,-0.450769822,-0.981667409,0.402630736,-1.15854959,-1.604733282,0
-0.227322269,-1.740298454,0.609756093,-1.843551832,0.883486946,4.605286547,-4.493490879,0
1.01842665,0.155408598,1.810140311,2.804539965,-0.879216507,-1.327891713,0.829113683,0
2.424488509,1.630585685,-1.499953258,-1.436797994,0.330062108,-0.465418812,-0.855025028,0
1.888516433,-2.559189171,0.760956875,-2.045728998,1.226049776,4.605286547,-0.861825121,0
1.160768462,-1.658801937,0.609756093,-0.855752426,-1.967287196,-2.198133611,0.161688836,0
-1.597417021,-0.52096753,-0.450769822,-2.18131361,-1.380999829,-1.979349987,-1.799753859,0
-2.116053147,0.278272551,-1.499953258,-1.843551832,0.088443531,-0.020736265,-2.148305444,0
-2.701837535,1.949529375,0.609756093,-1.774559773,-1.921434054,4.605286547,3.036000475,0
-1.857744874,-0.383027177,2.267015241,2.53337074,-0.320745423,-1.349649344,1.616991168,1
-3.484716226,1.592096937,0.609756093,-1.081996713,7.97553528,4.605286547,-0.728745202,0
-1.661398621,-2.777638602,1.810140311,4.447572213,-1.066653686,4.605286547,1.075477432,1
1.665967558,-1.020914557,0.15730589,-0.403790728,-1.717748879,-2.422172473,3.036000475,0
0.994791255,-5.272744285,0.609756093,3.856857015,-2.216825513,-2.416917235,2.217551471,1
1.829063222,1.630585685,-1.499953258,0.208309163,-2.808709821,-2.200577274,3.036000475,0
2.520341947,0.11691985,-1.499953258,-2.316898223,-1.409103774,-1.545343025,1.295326325,0
2.316730179,1.630585685,1.810140311,-0.720167814,-1.131461512,-1.983493874,-1.739080943,0
1.982034166,1.630585685,-0.450769822,-2.316898223,-1.056473858,-1.785438657,-4.493490879,0
1.643798074,-0.20202384,-1.499953258,-1.910144385,-0.573094525,-2.430987996,-0.738763121,0
-2.478170859,1.592096937,-1.499953258,2.865222474,-1.007650994,-2.864994958,3.036000475,0
-1.261724584,1.592096937,2.267015241,3.870609236,-1.113057523,-0.66384194,0.745744755,1
2.093607954,-0.701970867,-1.499953258,4.726659165,-2.808709821,-2.864994958,3.036000475,1
-0.794548158,-1.299044472,-0.439427343,-2.316898223,1.022227232,1.495638574,-4.153189347,0
-1.735182607,1.949529375,0.609756093,-1.117252021,7.97553528,4.605286547,-4.493490879,0
0.577961939,1.273153247,0.15730589,-1.707967219,0.901444335,-0.925620693,-1.587972799,0
2.349986792,0.43586354,2.870666226,-0.491281515,0.963496219,4.605286547,2.08186219,0
-0.6736778,0.201180516,0.609756093,-2.045728998,0.034487085,0.387369179,-1.619418989,0
1.857669918,1.592096937,-1.499953258,-2.316898223,-1.174975096,-1.163221226,0.813326105,0
0.657343015,0.992698306,1.206489326,-1.572382607,-0.850528594,-1.993338622,1.624325847,0
-1.762839908,1.592096937,1.662198461,0.175179931,-1.041064219,-1.10199279,-1.081674014,0
2.524343912,1.592096937,-1.499953258,-0.846082796,-2.808709821,-0.458303512,1.295326325,0
-0.566271821,-2.774221559,2.267015241,-0.403790728,-0.544406612,-1.134266169,0.718128028,0
-2.06531431,-0.383027177,1.662198461,0.481509745,-0.212711675,-0.908609209,1.613040186,0
-2.347320104,1.311641996,-0.450769822,-0.103370958,1.797006972,-0.466002413,-2.409905836,0
2.608435869,-0.982425809,-1.499953258,0.620263246,2.121532944,0.793692272,0.413328838,0
1.900964302,0.662638795,-1.499953258,-2.316898223,1.254129093,4.605286547,-1.604733282,0
1.211372053,-3.695980923,0.601672546,1.651195602,7.97553528,0.161547966,1.693248817,1
0.899879895,-0.802514487,0.609756093,-2.316898223,-2.808709821,-0.901125998,1.13894193,0
0.258780442,-0.701970867,-1.499953258,3.450103178,-2.216825513,4.605286547,0.404101603,0
2.639760757,-2.059242144,0.609756093,-2.316898223,-0.171537648,0.378553655,-0.381825798,0
-2.553669001,-0.701970867,-1.499953258,1.684324835,-2.808709821,-1.563843459,0.36580768,0
1.481733758,-1.339858247,0.760956875,2.835971929,1.498541695,-1.563843459,2.160012395,1
0.93136542,-0.755650553,0.613015025,3.721272403,0.093881535,4.605286547,1.619049594,1
0.82469263,-0.701970867,-1.499953258,-2.18131361,0.343236286,-0.453791713,-2.07015524,0
2.330172162,-0.20202384,0.601672546,-0.991337038,-0.557397224,-1.149366154,-0.869653207,0
-3.817414263,0.954209558,-1.499953258,0.508728933,7.97553528,-0.46355875,2.491086692,0
2.483136319,-0.663482119,-1.499953258,2.700387317,-0.153237756,-2.864994958,0.357073853,0
-2.2632516,1.592096937,-1.499953258,-0.977466423,3.315297824,0.60503618,-1.409348265,0
-1.163621667,-1.020914557,1.662198461,-0.855752426,-0.189070007,-1.563843459,0.158528539,0
-0.592151007,0.558727493,-0.450769822,-1.690927717,0.356306368,-0.041464672,-1.478271235,0
-2.405430379,-1.339858247,-1.499953258,-1.117252021,0.037010207,-1.536159589,1.41783739,0
-2.314240896,-0.383027177,2.870666226,-2.316898223,-0.791054675,4.605286547,0.276297937,0
-1.89323361,-0.472454977,-1.499953258,-0.846082796,-0.199721062,-1.095780766,0.03941752,0
0.741190175,0.992698306,0.609756093,-1.252836634,-2.808709821,-1.563843459,-2.951419572,0
1.068414565,-1.620313188,0.760956875,-2.18131361,-1.056473858,-0.262691959,0.882701777,0
1.169582309,1.911040627,-0.450769822,-2.316898223,-0.567944183,-1.321519852,-0.530693295,0
-2.463834694,-1.832466889,2.870666226,-2.316898223,-0.277048274,-1.563843459,-1.42008299,0
1.557635878,-6.229575355,-1.499953258,-1.117252021,-1.717748879,-0.916010294,-0.72613584,0
2.352057031,1.630585685,-1.499953258,-0.584583201,-1.053846638,-1.547786688,-1.6007823,0
0.475585392,-1.844763417,2.870666226,1.684324835,-1.100091538,4.605286547,2.217551471,0
-1.323730922,1.592096937,-1.499953258,-0.991337038,1.194838739,-0.93178128,-2.199226648,0
1.691572796,-0.163535092,-0.439427343,-1.436797994,0.649070607,-0.248919014,0.689473421,0
1.857191546,1.592096937,0.609756093,-2.045728998,-0.259219609,0.424308922,-1.396170049,0
-1.243061556,1.949529375,0.609756093,-1.690927717,-0.760531703,-1.563843459,-3.816838797,0
-0.18166416,1.311641996,-1.499953258,4.583156826,-1.159277795,-1.339804597,2.626775973,0
2.152255764,-0.20202384,-0.450769822,-1.252836634,-2.808709821,-2.864994958,-4.151130921,0
-2.375894246,1.592096937,-1.499953258,0.828274906,-1.921066924,-2.864994958,1.503338622,0
0.244089986,1.630585685,-0.44751089,-1.843551832,0.695762106,-0.262691959,2.422163722,0
2.228636257,0.11691985,1.206489326,-2.316898223,-2.808709821,-2.864994958,1.023230958,0
0.579879294,-1.273996571,-0.450769822,1.027017083,-0.994372719,-1.770999984,2.290425423,1
2.053187752,0.43586354,-0.450769822,-1.252836634,3.008888179,1.047642976,-3.4857645,0
-2.846614986,1.630585685,0.609756093,-1.690927717,1.194655174,-0.243663776,-0.263323244,0
1.53813354,-0.701970867,1.810140311,-0.991337038,0.036826642,0.177686864,-0.593055921,0
0.912791508,1.592096937,0.15730589,-2.045728998,-0.616975239,-0.470756176,-1.18689001,0
1.489339921,0.11691985,-1.499953258,-2.316898223,-0.817403031,4.605286547,-0.861825121,0
-2.834853505,0.662638795,-1.499953258,0.479478388,0.927768064,-2.864994958,1.025897848,0
-1.155873543,-0.877960846,-1.499953258,0.414917192,-1.056577954,-1.795283405,1.619049594,1
1.823934932,0.11691985,1.810140311,0.755847858,-0.220281043,4.605286547,2.831388224,1
-2.700709865,-3.158587803,-0.44751089,-1.603436929,-0.480549884,-0.684786037,-2.201893539,0
-3.016021711,1.592096937,-1.499953258,1.786780215,-1.072171158,-1.995038846,0.949015386,0
1.659460518,1.630585685,-1.499953258,-0.142291133,0.636551221,0.189975275,-2.266865527,0
1.665527765,-0.383027177,-1.499953258,-2.316898223,0.651881391,-0.271507482,-3.621453781,0
-1.871528542,0.43586354,2.870666226,3.115058881,-0.763342488,-2.864994958,1.707950873,1
1.830441972,1.592096937,0.609756093,-2.045728998,7.97553528,-1.563843459,1.401259127,0
1.856835618,-0.163535092,-0.450769822,-1.843551832,-2.808709821,-1.314932302,-1.805394551,0
1.804902848,1.592096937,-1.499953258,-2.316898223,0.327538985,0.19915871,-0.3195207,0
0.055565053,0.11691985,-1.499953258,3.620314649,-2.808709821,-2.864994958,2.626775973,0
0.017848149,-0.982425809,2.870666226,0.891432471,-2.808709821,-2.864994958,3.036000475,1
1.784169582,-1.631429009,-1.499953258,1.093609637,-1.408816112,-1.764126649,0.73383428,1
-1.045144865,-0.436706864,-1.499953258,-1.690927717,0.592486941,-1.104436453,-0.730086822,0
-2.509443274,1.949529375,2.870666226,0.387014936,-1.056473858,4.605286547,0.949015386,1
-0.628423024,-0.482478781,2.267015241,-1.707967219,-0.819822057,-1.979349987,2.491086692,0
-2.322090873,0.635265868,0.601672546,-0.11123681,-0.277415405,4.605286547,-2.063594896,0
-0.812708068,1.592096937,-1.499953258,-1.081996713,0.620670355,4.605286547,1.033725934,0
1.546108956,-2.239202826,2.267015241,3.300153579,0.063174998,-1.334549359,2.016988436,1
-2.070251332,-3.197076551,2.870666226,2.429218092,-1.053767169,1.038459541,3.036000475,0
2.25601213,0.954209558,-0.450769822,-1.217581326,-0.449843347,-0.232118804,-2.207902947,0
1.672600749,0.155408598,2.267015241,-0.723336701,-0.554402874,0.180130527,-2.94881021,0
-2.686962943,-0.383027177,1.810140311,-2.045728998,0.605661119,-1.987637761,-1.729853708,0
-2.675444033,-0.701970867,0.609756093,1.819909447,-0.557397224,-2.864994958,0.949015386,0
-3.484863675,1.311641996,0.15730589,1.086605614,-0.171354083,-0.46807055,1.305878831,1
-3.550461562,-0.701970867,2.870666226,-0.584583201,-0.572990428,-1.562143234,-1.6007823,0
0.210288922,-0.663482119,-1.499953258,2.091078672,-0.305048123,-1.132565945,1.67990473,1
2.199243096,-0.663482119,0.609756093,4.447572213,-0.806751976,4.605286547,1.962751172,1
0.077928643,0.155408598,0.15730589,-1.130090539,-1.100171007,-2.200577274,2.364624646,0
-1.707001177,-0.383027177,-1.499953258,1.093609637,-1.056473858,-1.324115738,0.744403135,0
1.650157186,-0.701970867,0.609756093,3.599440011,0.093593873,-0.701370557,1.414437344,1
-3.821477521,-1.020914557,2.267015241,-1.572382607,-0.408477111,4.605286547,2.08186219,0
1.466166291,-4.453853568,-0.44751089,2.429218092,3.5980658,-2.864994958,2.699649925,0
-0.414054809,-0.383027177,1.206489326,-1.081996713,-0.469339488,4.605286547,-0.521449711,0
1.893002631,-0.383027177,-0.44751089,-0.991337038,7.97553528,-1.35652268,-0.602465375,0
1.006176753,1.592096937,0.609756093,-0.981667409,0.914306224,4.605286547,0.529222029,0
-0.222667497,1.949529375,1.662198461,3.721272403,-0.462066426,-0.477331696,0.744403135,1
1.247445055,1.592096937,2.870666226,-0.46203097,0.356330995,4.605286547,-3.826066032,0
1.698138631,-0.663482119,1.662198461,2.804539965,0.060260117,-0.235008089,0.414061993,1
0.591544729,-3.578075112,0.15730589,-1.572382607,0.340713163,-0.491402457,-2.389210721,0
0.782701377,-1.121458177,1.662198461,2.091078672,-0.245757769,0.162213694,1.619049594,1
1.913418146,-0.163535092,-0.450769822,-1.117252021,-2.808709821,-2.864994958,-4.493490879,0
-2.222932861,0.811694968,0.760956875,0.072724551,-2.559171504,-0.248042012,3.036000475,0
-2.476650028,1.949529375,2.267015241,-2.18131361,-0.202348281,4.605286547,-0.521523589,0
1.023277111,-1.020914557,-1.499953258,-0.841881811,2.095368153,-0.265053495,-1.204185079,0
-0.07045579,1.311641996,-1.499953258,0.072724551,-0.74485903,4.605286547,1.619049594,0
-1.267014838,1.630585685,0.609756093,-0.491281515,0.621254323,4.605286547,-3.826066032,1
-0.341648575,1.911040627,-1.499953258,-1.16562877,0.914593886,-0.256320098,1.483360314,0
-1.296591393,1.311641996,-1.499953258,-1.252836634,0.047294132,-1.144193043,0.145901258,0
-1.511363759,-1.301369498,-1.499953258,0.963859519,1.812520708,-0.226941277,1.41783739,0
-0.401616433,0.43586354,-1.499953258,1.510410745,0.29943504,-1.987797598,0.149301304,0
-0.45828823,-1.312485319,0.15730589,0.479478388,2.447998069,-2.864994958,0.539790884,1
1.429100244,-2.520700423,-1.499953258,-0.720167814,0.060364213,-0.698558982,2.491086692,0
-2.159495234,0.43586354,0.760956875,-2.045728998,-0.701529011,-2.213744759,2.044301423,0
-2.383605711,1.949529375,0.609756093,4.99782839,0.060443682,-0.668353739,1.493929168,1
-1.765745473,1.592096937,-1.499953258,3.612396923,-0.204767308,-1.340548035,-1.273658985,1
-1.33234879,1.949529375,-1.499953258,-1.252836634,-0.171537648,-1.119320748,-2.746807321,0
-0.063727621,0.474352288,-1.499953258,2.976756787,7.97553528,-2.192878373,0.88950187,0
1.52160011,1.592096937,-1.499953258,2.668955353,-0.613797324,4.605286547,1.297202532,1
-1.0921721,0.343695105,0.15730589,4.726659165,0.137499215,-1.556887996,3.036000475,1
-4.062193916,-0.802514487,2.870666226,2.213824767,-2.216825513,-1.554444333,1.674794348,1
0.912015584,1.592096937,0.609756093,0.128684228,1.902597067,4.605286547,-0.38844367,0
1.33027512,1.630585685,-1.499953258,-2.316898223,-0.853155813,-2.203388849,-1.941083831,0
-1.294337761,-1.835883932,-1.499953258,-0.855752426,0.343315755,-0.678198487,-0.861825121,0
-1.684057588,-0.156251922,0.609756093,-0.235786683,0.093114001,-0.450231428,2.286474441,0
1.797599822,1.630585685,0.609756093,-2.316898223,0.63917844,4.605286547,-2.871927747,0
-0.514266326,1.592096937,-1.499953258,-1.707967219,1.243661603,4.605286547,0.744403135,0
1.011263061,1.273153247,-1.499953258,-0.858921314,-2.217009078,-2.200577274,-1.53185933,0
2.643762721,1.592096937,0.15730589,1.103656908,-1.468394128,-0.682342374,-1.736471581,0
-0.438028347,-0.794139302,-0.44751089,-1.130090539,0.093593873,-0.274236931,-1.397511669,0
-0.313161817,0.43586354,-1.499953258,-2.316898223,-2.060094871,-0.262691959,-0.263323244,0
-2.099941021,-1.020914557,2.870666226,2.668955353,-1.380999829,-2.640956097,0.949015386,1
-0.294404302,1.311641996,1.206489326,-1.572382607,1.210431944,-0.04109676,-1.736471581,0
0.395798377,-1.183463688,-1.499953258,0.602224483,-1.424513413,-1.976538412,1.134990948,0
-2.953371936,-0.701970867,2.870666226,-0.935377361,-0.87687695,-0.897197801,-0.933357453,0
0.810311177,-0.383027177,0.760956875,4.726659165,-0.153901193,-1.755311125,2.422163722,1
-3.818558786,-0.383027177,-1.499953258,-1.910144385,-0.789482651,-1.35453667,0.69081504,0
0.962564019,-0.701970867,-1.499953258,-2.18131361,-0.274629248,-1.756643437,0.488812152,0
1.936930567,1.592096937,1.810140311,4.583156826,-0.922730091,-2.192878373,3.036000475,1
0.377696443,-0.383027177,-0.450769822,-2.045728998,0.034119954,-1.757386876,1.288765981,0
0.8842518,1.311641996,0.760956875,-2.316898223,0.000994391,-0.672575337,-0.524132951,0
0.415838769,-0.701970867,-1.499953258,4.447572213,0.90170737,-0.703732094,2.295701676,1
-0.639138338,1.630585685,-0.450769822,-0.858921314,0.067533179,-0.690574296,-2.962154297,0
-2.397718728,-0.383027177,1.810140311,-1.301213382,1.472481001,-0.03650725,0.284199901,0
