cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,evac_decision
-2.06231452,1.630585685,-1.499953258,-0.948829512,-0.246821423,7.97553528,-0.059381504,0.611323216,1
-1.793122,1.311641996,-1.499953258,-0.948829512,-0.847886574,0.636471752,4.605286547,-2.403896427,0
0.294494395,0.492751278,0.609756093,-0.948829512,-0.723336701,-0.850816256,4.605286547,1.080753684,0
1.684570304,1.592096937,-1.499953258,-0.948829512,-2.18131361,0.384706619,4.605286547,2.626775973,1
0.787795849,0.558727493,-1.499953258,-0.948829512,-0.46203097,0.301478291,-0.439275329,-2.954028934,0
2.100990916,-0.663482119,2.267015241,-0.948829512,0.644313545,-0.464773114,-1.121020973,-0.728745202,0
2.426171214,1.949529375,-0.44751089,-0.948829512,-2.18131361,-0.508470264,-0.470591923,-0.194400274,0
2.004566465,1.592096937,-1.499953258,-0.948829512,-0.710498184,-1.115868308,-2.864994958,1.823661845,0
1.586643557,0.11691985,-1.499953258,2.123277097,-1.572382607,-1.113345185,-1.332403512,-0.317462274,0
-1.202998294,1.911040627,-1.499953258,-0.948829512,-0.491281515,0.930291187,-1.559331659,-0.185173039,0
-3.370515815,0.754807229,2.870666226,2.123277097,1.684324835,4.200234033,-1.563843459,-0.728745202,0
0.75598439,-0.344538429,-1.499953258,-0.948829512,2.000796639,-1.280055577,-2.430828159,0.949015386,1
1.30908831,-1.832466889,0.760956875,-0.948829512,0.581933768,-1.929003423,-1.981425738,3.036000475,0
-1.990314214,1.911040627,0.609756093,-0.948829512,2.700387317,0.018710315,-1.106664426,1.153627636,0
2.376373058,-0.663482119,0.15730589,-0.948829512,1.80707093,-0.776124908,-0.470959835,-0.049483758,0
-0.091084794,0.11691985,-0.450769822,2.123277097,-2.316898223,1.797006972,4.605286547,-3.4857645,0
-1.846775691,-1.221952436,-1.499953258,-0.948829512,-0.079327432,-0.71925358,-1.340915947,1.687972565,0
0.290551418,-0.663482119,0.609756093,-0.948829512,-0.720167814,-1.072171158,-0.66384194,-0.597006903,0
-1.71277543,1.592096937,-1.499953258,2.123277097,-1.217581326,3.286530441,1.914787514,-2.47542876,0
1.866778916,-0.982425809,-1.499953258,-0.948829512,2.804539965,0.047294132,-0.69789767,0.413328838,1
-1.330271689,1.592096937,-1.499953258,-0.948829512,-2.045728998,0.106768051,-0.693887346,-0.181222057,0
1.258871069,-0.383027177,-1.499953258,-0.948829512,1.789497696,-1.056473858,-1.561399796,1.483360314,1
1.105354921,-0.064083488,-1.499953258,2.123277097,1.500363474,-0.760531703,-1.12516486,-0.598332174,0
0.925062396,-0.701970867,1.206489326,2.123277097,4.726659165,-0.28190231,-1.585155468,1.503338622,1
1.521019371,-1.020914557,1.662198461,-0.948829512,1.42111618,-0.806935541,-1.111837537,2.491086692,0
2.343770921,0.954209558,-0.44751089,2.123277097,-1.572382607,0.139334273,-0.235008089,-0.399012525,0
-0.254895306,-1.120366161,-1.499953258,-0.948829512,-1.467852317,1.197282393,4.605286547,-2.213179199,0
-0.088538284,0.43586354,1.206489326,-0.948829512,0.128684228,1.786723048,-0.262691959,-4.493490879,0
1.358520539,-2.445306368,-1.499953258,-0.948829512,-1.252836634,1.241059012,-0.04109676,-3.498391781,0
-2.12176746,-1.008618029,0.760956875,2.123277097,-2.045728998,-1.113241089,-0.668513576,-3.747915827,0
1.932894204,0.954209558,0.609756093,-0.948829512,-1.436797994,0.929419557,-0.046351998,-2.607167058,0
2.102872488,1.630585685,0.609756093,-0.948829512,0.208309163,-1.501727884,-0.49124262,1.153627636,0
-1.958502755,1.630585685,-1.499953258,-0.948829512,-1.843551832,0.077817103,-0.670715276,0.145901258,0
2.80829568,1.592096937,1.662198461,-0.948829512,-0.11123681,-1.113345185,0.826047778,2.831388224,0
0.390959439,1.592096937,0.609756093,-0.948829512,-1.252836634,-0.215234798,4.605286547,-0.507554688,0
-1.882598279,1.911040627,2.870666226,-0.948829512,-0.326446358,-0.304968654,4.605286547,-0.469993921,0
1.680463623,-0.701970867,1.662198461,-0.948829512,0.216175015,0.430526488,0.189313962,-0.055310947,1
0.330040537,-0.663482119,-1.499953258,-0.948829512,-2.316898223,-0.202244185,4.605286547,0.086996207,0
0.272478454,-3.093165248,-1.499953258,2.123277097,1.086605614,-1.056290292,4.605286547,2.491086692,0
1.909742887,-2.878132861,-1.499953258,-0.948829512,-0.981667409,0.356226899,-0.496575568,-0.863883547,0
-1.141256947,1.592096937,-1.499953258,-0.948829512,0.343893776,-1.100171007,-2.422172473,1.29477539,0
0.705774832,1.949529375,-0.44751089,0.537185986,-0.374540183,-0.274629248,0.19915871,3.036000475,0
-1.903257226,1.592096937,2.870666226,-0.948829512,4.447572213,-0.515639229,4.605286547,0.501439432,1
1.450358304,1.311641996,0.15730589,-0.948829512,4.311987601,-0.544223046,-2.203388849,1.367649342,1
-0.026893113,-0.383027177,-1.499953258,0.537185986,0.195470646,7.97553528,-1.113036287,0.406710965,0
-1.76486656,1.630585685,-1.499953258,-0.948829512,-2.316898223,-1.671528607,4.605286547,1.027898746,0
1.420261885,-0.663482119,-1.499953258,-0.948829512,-1.290178642,0.958370504,4.605286547,-0.930748091,0
0.716371826,1.273153247,0.15730589,2.123277097,0.310764543,-1.085424805,-2.200209362,1.356898267,0
-1.268592162,-4.406989634,-0.44751089,0.537185986,4.447572213,-2.060094871,-2.243279002,0.813326105,1
-0.139385221,1.592096937,2.870666226,-0.948829512,-1.707967219,0.932230341,4.605286547,-2.406505789,0
-1.426296987,1.630585685,-1.499953258,-0.948829512,-2.18131361,0.608288338,-0.487474259,-3.826066032,0
1.898590375,0.474352288,2.870666226,-0.948829512,-2.18131361,-2.808709821,-2.864994958,3.036000475,0
1.840748271,1.630585685,-1.499953258,-0.948829512,4.311987601,-1.923773612,-1.111837537,2.08186219,1
-2.524191474,1.592096937,-1.499953258,2.123277097,-1.572382607,0.945379892,0.205530571,0.277639557,0
1.721134981,-2.416789121,0.15730589,-0.948829512,4.447572213,0.947823545,-0.057153531,-0.937308435,1
1.768465211,1.592096937,0.609756093,-0.948829512,2.668955353,0.093985631,-1.780926858,1.750787893,1
0.935244368,-3.058093543,-1.499953258,-0.948829512,1.95549406,0.711459407,4.605286547,-0.520732905,1
-1.855744001,-0.710346053,2.267015241,2.123277097,-1.707967219,1.519285242,-1.371254754,0.951624748,0
1.142777746,1.273153247,0.609756093,-0.948829512,-2.316898223,-0.557476693,-1.55880391,0.689473421,0
-2.766823061,-0.812538292,2.870666226,-0.948829512,1.162601695,-1.054054831,-2.864994958,-0.249370693,1
-2.262613064,1.592096937,-1.499953258,-0.948829512,-1.467852317,-0.570467306,-1.559331659,-2.201893539,0
1.941554346,-3.811008046,2.267015241,-0.948829512,-1.081996713,-0.771078662,4.605286547,0.938446531,0
1.721134981,-0.701970867,-1.499953258,-0.948829512,-1.130090539,0.664872004,-2.419360898,2.286474441,0
-2.704801267,1.592096937,0.609756093,-0.948829512,-0.53937534,0.649541834,-1.115765735,0.744403135,0
0.956890319,0.155408598,-1.499953258,-0.948829512,1.328524294,0.36929698,-0.722842403,0.744403135,0
1.840748271,-2.559189171,-1.499953258,-0.948829512,-1.843551832,0.343236286,-0.262691959,-0.728745202,0
1.365837234,1.592096937,-1.499953258,2.123277097,-2.316898223,0.878065702,-1.34224826,1.493929168,0
-1.333123458,1.949529375,2.267015241,-0.948829512,-1.603436929,2.491695219,-0.272008957,-2.064145832,0
1.78437094,1.073750919,0.609756093,-0.948829512,-1.690927717,0.150281635,-0.257436721,-2.815730291,0
0.819592993,1.592096937,-1.499953258,2.123277097,4.726659165,-1.627831457,-1.323587989,1.875191513,1
1.571045996,-0.701970867,0.609756093,-0.948829512,-1.910144385,1.48789064,-0.056196745,-2.084658727,0
1.370211175,-0.982425809,0.15730589,-0.948829512,-1.843551832,-0.264057662,-2.864994958,0.404101603,0
-2.187845316,1.630585685,0.609756093,-0.948829512,-1.843551832,-0.230828002,-0.899425774,-0.590997495,0
-1.606013229,1.630585685,-1.499953258,2.123277097,1.527072606,1.843890682,4.605286547,1.439140969,1
1.147151687,-0.383027177,-1.499953258,-0.948829512,0.602224483,2.414480748,-0.058480571,1.754738875,1
0.918504252,-0.584065057,-1.499953258,-0.948829512,-2.045728998,-1.099987442,-0.269725132,-1.523183031,0
-0.282349791,-0.064083488,0.609756093,0.537185986,2.362247897,1.238719454,-0.698558982,1.289316917,1
-0.318260121,-1.735340312,0.609756093,2.123277097,-1.707967219,-1.920883358,-1.974094749,-3.146804588,0
1.202342572,1.630585685,0.15730589,-0.948829512,2.362247897,0.605948781,-1.127894308,-0.396403163,1
-2.471721068,1.311641996,-1.499953258,-0.948829512,1.099444131,-0.261350973,-0.262691959,-0.728745202,1
0.322090761,1.311641996,2.267015241,-0.948829512,-2.045728998,-0.586348172,-1.345059835,-0.316911338,0
-2.296962007,-1.52923677,2.870666226,2.123277097,3.662597575,-2.808709821,-2.864994958,3.036000475,1
-2.819765545,-0.161210065,1.810140311,-0.948829512,0.072724551,0.71135531,-0.029551788,-0.866492909,1
-0.53151576,-1.52923677,0.15730589,2.123277097,-1.843551832,7.97553528,-0.659170304,-1.273658985,0
-1.705505697,1.911040627,2.870666226,0.537185986,-1.436797994,-1.05899698,-0.483919246,-1.997281288,0
1.420641161,-1.515848226,-1.499953258,-0.948829512,0.620263246,-1.316296099,-1.53541615,1.153627636,0
0.232068675,1.630585685,-0.450769822,-0.948829512,-1.117252021,0.695762106,4.605286547,-4.493490879,0
-2.086711668,-0.801422471,2.267015241,2.123277097,2.349409379,0.948111207,0.161102344,-0.0507515,1
2.260048211,1.273153247,-0.450769822,2.123277097,-2.316898223,-1.625675465,4.605286547,-0.3195207,0
-2.030503061,-0.584065057,-1.499953258,2.123277097,2.409463439,7.97553528,-0.25557666,0.426138338,1
-1.545878511,-0.663482119,1.662198461,2.123277097,0.343893776,-1.126048136,4.605286547,-2.145696082,0
-1.123477329,1.949529375,-1.499953258,-0.948829512,-2.316898223,-1.717932444,-1.540671388,3.036000475,0
0.421259821,1.592096937,-1.499953258,-0.948829512,1.510410745,-0.554586439,-2.864994958,0.281039603,0
0.552061675,-1.020914557,-1.499953258,2.123277097,4.591074552,-1.159277795,4.605286547,2.704926178,1
2.151200475,1.311641996,-0.450769822,-0.948829512,-0.981667409,0.402630736,-1.15854959,-1.604733282,0
0.006799917,-1.740298454,0.609756093,0.537185986,-1.843551832,0.883486946,4.605286547,-4.493490879,0
0.881735613,0.155408598,1.810140311,-0.948829512,2.804539965,-0.879216507,-1.327891713,0.829113683,0
2.278059353,1.630585685,-1.499953258,-0.948829512,-1.436797994,0.330062108,-0.465418812,-0.855025028,0
1.739153805,-2.559189171,0.760956875,-0.948829512,-2.045728998,1.226049776,4.605286547,-0.861825121,0
1.518938402,-1.658801937,0.609756093,2.123277097,-0.855752426,-1.967287196,-2.198133611,0.161688836,0
-1.823349303,-0.52096753,-0.450769822,-0.948829512,-2.18131361,-1.380999829,-1.979349987,-1.799753859,0
-1.771399128,0.278272551,-1.499953258,2.123277097,-1.843551832,0.088443531,-0.020736265,-2.148305444,0
-2.900450798,1.949529375,0.609756093,-0.948829512,-1.774559773,-1.921434054,4.605286547,3.036000475,0
-2.076346361,-0.383027177,2.267015241,-0.948829512,2.53337074,-0.320745423,-1.349649344,1.616991168,1
-3.699775234,1.592096937,0.609756093,-0.948829512,-1.081996713,7.97553528,4.605286547,-0.728745202,0
-1.876094779,-2.777638602,1.810140311,-0.948829512,4.447572213,-1.066653686,4.605286547,1.075477432,1
1.536355209,-1.020914557,0.15730589,-0.948829512,-0.403790728,-1.717748879,-2.422172473,3.036000475,0
1.357965021,-5.272744285,0.609756093,2.123277097,3.856857015,-2.216825513,-2.416917235,2.217551471,1
1.704072645,1.630585685,-1.499953258,-0.948829512,0.208309163,-2.808709821,-2.200577274,3.036000475,0
2.373880688,0.11691985,-1.499953258,-0.948829512,-2.316898223,-1.409103774,-1.545343025,1.295326325,0
2.167106204,1.630585685,1.810140311,-0.948829512,-0.720167814,-1.131461512,-1.983493874,-1.739080943,0
2.344561599,1.630585685,-0.450769822,2.123277097,-2.316898223,-1.056473858,-1.785438657,-4.493490879,0
1.498075492,-0.20202384,-1.499953258,-0.948829512,-1.910144385,-0.573094525,-2.430987996,-0.738763121,0
-2.153976973,1.592096937,-1.499953258,2.123277097,2.865222474,-1.007650994,-2.864994958,3.036000475,0
-1.471134848,1.592096937,2.267015241,-0.948829512,3.870609236,-1.113057523,-0.66384194,0.745744755,1
1.959333964,-0.701970867,-1.499953258,-0.948829512,4.726659165,-2.808709821,-2.864994958,3.036000475,1
-0.98613131,-1.299044472,-0.439427343,-0.948829512,-2.316898223,1.022227232,1.495638574,-4.153189347,0
-1.643101345,1.949529375,0.609756093,0.537185986,-1.117252021,7.97553528,4.605286547,-4.493490879,0
0.455657102,1.273153247,0.15730589,-0.948829512,-1.707967219,0.901444335,-0.925620693,-1.587972799,0
2.203291605,0.43586354,2.870666226,-0.948829512,-0.491281515,0.963496219,4.605286547,2.08186219,0
-0.629401958,0.201180516,0.609756093,0.537185986,-2.045728998,0.034487085,0.387369179,-1.619418989,0
1.692019855,1.592096937,-1.499953258,-0.948829512,-2.316898223,-1.174975096,-1.163221226,0.813326105,0
0.515110041,0.992698306,1.206489326,-0.948829512,-1.572382607,-0.850528594,-1.993338622,1.624325847,0
-1.45883616,1.592096937,1.662198461,2.123277097,0.175179931,-1.041064219,-1.10199279,-1.081674014,0
2.386907089,1.592096937,-1.499953258,-0.948829512,-0.846082796,-2.808709821,-0.458303512,1.295326325,0
-0.344679406,-2.774221559,2.267015241,0.537185986,-0.403790728,-0.544406612,-1.134266169,0.718128028,0
-2.259789281,-0.383027177,1.662198461,-0.948829512,0.481509745,-0.212711675,-0.908609209,1.613040186,0
-2.562781503,1.311641996,-0.450769822,-0.948829512,-0.103370958,1.797006972,-0.466002413,-2.409905836,0
2.455901705,-0.982425809,-1.499953258,-0.948829512,0.620263246,2.121532944,0.793692272,0.413328838,0
2.021082993,0.662638795,-1.499953258,0.537185986,-2.316898223,1.254129093,4.605286547,-1.604733282,0
1.110870735,-3.695980923,0.601672546,-0.948829512,1.651195602,7.97553528,0.161547966,1.693248817,1
1.23535123,-0.802514487,0.609756093,2.123277097,-2.316898223,-2.808709821,-0.901125998,1.13894193,0
0.624735107,-0.701970867,-1.499953258,2.123277097,3.450103178,-2.216825513,4.605286547,0.404101603,0
2.487713164,-2.059242144,0.609756093,-0.948829512,-2.316898223,-0.171537648,0.378553655,-0.381825798,0
-2.758414571,-0.701970867,-1.499953258,-0.948829512,1.684324835,-2.808709821,-1.563843459,0.36580768,0
1.32995122,-1.339858247,0.760956875,-0.948829512,2.835971929,1.498541695,-1.563843459,2.160012395,1
1.309878628,-0.755650553,0.613015025,2.123277097,3.721272403,0.093881535,4.605286547,1.619049594,1
1.202342572,-0.701970867,-1.499953258,2.123277097,-2.18131361,0.343236286,-0.453791713,-2.07015524,0
2.474275361,-0.20202384,0.601672546,0.537185986,-0.991337038,-0.557397224,-1.149366154,-0.869653207,0
-3.36286998,0.954209558,-1.499953258,2.123277097,0.508728933,7.97553528,-0.46355875,2.491086692,0
2.328655869,-0.663482119,-1.499953258,-0.948829512,2.700387317,-0.153237756,-2.864994958,0.357073853,0
-2.474759245,1.592096937,-1.499953258,-0.948829512,-0.977466423,3.315297824,0.60503618,-1.409348265,0
-0.860942069,-1.020914557,1.662198461,2.123277097,-0.855752426,-0.189070007,-1.563843459,0.158528539,0
-0.81589677,0.558727493,-0.450769822,-0.948829512,-1.690927717,0.356306368,-0.041464672,-1.478271235,0
-2.622118221,-1.339858247,-1.499953258,-0.948829512,-1.117252021,0.037010207,-1.536159589,1.41783739,0
-2.535502835,-0.383027177,2.870666226,-0.948829512,-2.316898223,-0.791054675,4.605286547,0.276297937,0
-1.657843372,-0.472454977,-1.499953258,0.537185986,-0.846082796,-0.199721062,-1.095780766,0.03941752,0
0.566699793,0.992698306,0.609756093,-0.948829512,-1.252836634,-2.808709821,-1.563843459,-2.951419572,0
0.913751035,-1.620313188,0.760956875,-0.948829512,-2.18131361,-1.056473858,-0.262691959,0.882701777,0
1.56545387,1.911040627,-0.450769822,2.123277097,-2.316898223,-0.567944183,-1.321519852,-0.530693295,0
-2.6767527,-1.832466889,2.870666226,-0.948829512,-2.316898223,-0.277048274,-1.563843459,-1.42008299,0
1.420428416,-6.229575355,-1.499953258,-0.948829512,-1.117252021,-1.717748879,-0.916010294,-0.72613584,0
2.211944065,1.630585685,-1.499953258,-0.948829512,-0.584583201,-1.053846638,-1.547786688,-1.6007823,0
0.851781579,-1.844763417,2.870666226,2.123277097,1.684324835,-1.100091538,4.605286547,2.217551471,0
-1.535523999,1.592096937,-1.499953258,-0.948829512,-0.991337038,1.194838739,-0.93178128,-2.199226648,0
1.824842541,-0.163535092,-0.439427343,0.537185986,-1.436797994,0.649070607,-0.248919014,0.689473421,0
1.707342346,1.592096937,0.609756093,-0.948829512,-2.045728998,-0.259219609,0.424308922,-1.396170049,0
-1.470930884,1.949529375,0.609756093,-0.948829512,-1.690927717,-0.760531703,-1.563843459,-3.816838797,0
-0.056691532,1.311641996,-1.499953258,0.537185986,4.583156826,-1.159277795,-1.339804597,2.626775973,0
2.009930481,-0.20202384,-0.450769822,-0.948829512,-1.252836634,-2.808709821,-2.864994958,-4.151130921,0
-2.069455903,1.592096937,-1.499953258,2.123277097,0.828274906,-1.921066924,-2.864994958,1.503338622,0
0.595631924,1.630585685,-0.44751089,2.123277097,-1.843551832,0.695762106,-0.262691959,2.422163722,0
2.085085187,0.11691985,1.206489326,-0.948829512,-2.316898223,-2.808709821,-2.864994958,1.023230958,0
0.940968125,-1.273996571,-0.450769822,2.123277097,1.027017083,-0.994372719,-1.770999984,2.290425423,1
2.180132606,0.43586354,-0.450769822,0.537185986,-1.252836634,3.008888179,1.047642976,-3.4857645,0
-2.547421581,1.630585685,0.609756093,2.123277097,-1.690927717,1.194655174,-0.243663776,-0.263323244,0
1.357836166,-0.701970867,1.810140311,-0.948829512,-0.991337038,0.036826642,0.177686864,-0.593055921,0
0.783421908,1.592096937,0.15730589,-0.948829512,-2.045728998,-0.616975239,-0.470756176,-1.18689001,0
1.87255973,0.11691985,-1.499953258,2.123277097,-2.316898223,-0.817403031,4.605286547,-0.861825121,0
-2.520594862,0.662638795,-1.499953258,2.123277097,0.479478388,0.927768064,-2.864994958,1.025897848,0
-0.821688337,-0.877960846,-1.499953258,2.123277097,0.414917192,-1.056577954,-1.795283405,1.619049594,1
1.671156945,0.11691985,1.810140311,-0.948829512,0.755847858,-0.220281043,4.605286547,2.831388224,1
-2.36999063,-3.158587803,-0.44751089,2.123277097,-1.603436929,-0.480549884,-0.684786037,-2.201893539,0
-2.69326948,1.592096937,-1.499953258,2.123277097,1.786780215,-1.072171158,-1.995038846,0.949015386,0
1.513981222,1.630585685,-1.499953258,-0.948829512,-0.142291133,0.636551221,0.189975275,-2.266865527,0
2.036601765,-0.383027177,-1.499953258,2.123277097,-2.316898223,0.651881391,-0.271507482,-3.621453781,0
-2.091865132,0.43586354,2.870666226,-0.948829512,3.115058881,-0.763342488,-2.864994958,1.707950873,1
1.693530932,1.592096937,0.609756093,-0.948829512,-2.045728998,7.97553528,-1.563843459,1.401259127,0
2.241263153,-0.163535092,-0.450769822,2.123277097,-1.843551832,-2.808709821,-1.314932302,-1.805394551,0
1.654836698,1.592096937,-1.499953258,-0.948829512,-2.316898223,0.327538985,0.19915871,-0.3195207,0
-0.062735902,0.11691985,-1.499953258,-0.948829512,3.620314649,-2.808709821,-2.864994958,2.626775973,0
-0.154449609,-0.982425809,2.870666226,-0.948829512,0.891432471,-2.808709821,-2.864994958,3.036000475,1
1.645980275,-1.631429009,-1.499953258,-0.948829512,1.093609637,-1.408816112,-1.764126649,0.73383428,1
-0.559330404,-0.436706864,-1.499953258,2.123277097,-1.690927717,0.592486941,-1.104436453,-0.730086822,0
-2.735011602,1.949529375,2.870666226,-0.948829512,0.387014936,-1.056473858,4.605286547,0.949015386,1
-0.800874811,-0.482478781,2.267015241,-0.948829512,-1.707967219,-0.819822057,-1.979349987,2.491086692,0
-2.533621263,0.635265868,0.601672546,-0.948829512,-0.11123681,-0.277415405,4.605286547,-2.063594896,0
-0.768179582,1.592096937,-1.499953258,0.537185986,-1.081996713,0.620670355,4.605286547,1.033725934,0
1.922769288,-2.239202826,2.267015241,2.123277097,3.300153579,0.063174998,-1.334549359,2.016988436,1
-1.841825685,-3.197076551,2.870666226,0.537185986,2.429218092,-1.053767169,1.038459541,3.036000475,0
2.107857228,0.954209558,-0.450769822,-0.948829512,-1.217581326,-0.449843347,-0.232118804,-2.207902947,0
1.530266227,0.155408598,2.267015241,-0.948829512,-0.723336701,-0.554402874,0.180130527,-2.94881021,0
-2.888176196,-0.383027177,1.810140311,-0.948829512,-2.045728998,0.605661119,-1.987637761,-1.729853708,0
-2.617751962,-0.701970867,0.609756093,0.537185986,1.819909447,-0.557397224,-2.864994958,0.949015386,0
-3.170848199,1.311641996,0.15730589,2.123277097,1.086605614,-0.171354083,-0.46807055,1.305878831,1
-3.76799252,-0.701970867,2.870666226,-0.948829512,-0.584583201,-0.572990428,-1.562143234,-1.6007823,0
0.020744939,-0.663482119,-1.499953258,-0.948829512,2.091078672,-0.305048123,-1.132565945,1.67990473,1
2.05764767,-0.663482119,0.609756093,-0.948829512,4.447572213,-0.806751976,4.605286547,1.962751172,1
0.451487123,0.155408598,0.15730589,2.123277097,-1.130090539,-1.100171007,-2.200577274,2.364624646,0
-1.930702426,-0.383027177,-1.499953258,-0.948829512,1.093609637,-1.056473858,-1.324115738,0.744403135,0
1.496166361,-0.701970867,0.609756093,-0.948829512,3.599440011,0.093593873,-0.701370557,1.414437344,1
-4.031913981,-1.020914557,2.267015241,-0.948829512,-1.572382607,-0.408477111,4.605286547,2.08186219,0
1.334341625,-4.453853568,-0.44751089,-0.948829512,2.429218092,3.5980658,-2.864994958,2.699649925,0
-0.179861426,-0.383027177,1.206489326,0.537185986,-1.081996713,-0.469339488,4.605286547,-0.521449711,0
2.283406607,-0.383027177,-0.44751089,2.123277097,-0.991337038,7.97553528,-1.35652268,-0.602465375,0
1.388202439,1.592096937,0.609756093,2.123277097,-0.981667409,0.914306224,4.605286547,0.529222029,0
-0.115564759,1.949529375,1.662198461,0.537185986,3.721272403,-0.462066426,-0.477331696,0.744403135,1
1.126577068,1.592096937,2.870666226,-0.948829512,-0.46203097,0.356330995,4.605286547,-3.826066032,0
1.569123517,-0.663482119,1.662198461,-0.948829512,2.804539965,0.060260117,-0.235008089,0.414061993,1
0.442905772,-3.578075112,0.15730589,-0.948829512,-1.572382607,0.340713163,-0.491402457,-2.389210721,0
1.192891753,-1.121458177,1.662198461,2.123277097,2.091078672,-0.245757769,0.162213694,1.619049594,1
1.782265528,-0.163535092,-0.450769822,-0.948829512,-1.117252021,-2.808709821,-2.864994958,-4.493490879,0
-2.444086543,0.811694968,0.760956875,-0.948829512,0.072724551,-2.559171504,-0.248042012,3.036000475,0
-2.183084416,1.949529375,2.267015241,2.123277097,-2.18131361,-0.202348281,4.605286547,-0.521523589,0
1.400148745,-1.020914557,-1.499953258,2.123277097,-0.841881811,2.095368153,-0.265053495,-1.204185079,0
-0.241681909,1.311641996,-1.499953258,-0.948829512,0.072724551,-0.74485903,4.605286547,1.619049594,0
-1.489301424,1.630585685,0.609756093,-0.948829512,-0.491281515,0.621254323,4.605286547,-3.826066032,1
0.003841452,1.911040627,-1.499953258,2.123277097,-1.16562877,0.914593886,-0.256320098,1.483360314,0
-0.814615869,1.311641996,-1.499953258,2.123277097,-1.252836634,0.047294132,-1.144193043,0.145901258,0
-1.278374394,-1.301369498,-1.499953258,0.537185986,0.963859519,1.812520708,-0.226941277,1.41783739,0
-0.537435293,0.43586354,-1.499953258,-0.948829512,1.510410745,0.29943504,-1.987797598,0.149301304,0
-0.104823289,-1.312485319,0.15730589,2.123277097,0.479478388,2.447998069,-2.864994958,0.539790884,1
1.797988263,-2.520700423,-1.499953258,2.123277097,-0.720167814,0.060364213,-0.698558982,2.491086692,0
-2.376832498,0.43586354,0.760956875,-0.948829512,-2.045728998,-0.701529011,-2.213744759,2.044301423,0
-2.063295814,1.949529375,0.609756093,2.123277097,4.99782839,0.060443682,-0.668353739,1.493929168,1
-1.969268309,1.592096937,-1.499953258,-0.948829512,3.612396923,-0.204767308,-1.340548035,-1.273658985,1
-1.537795942,1.949529375,-1.499953258,-0.948829512,-1.252836634,-0.171537648,-1.119320748,-2.746807321,0
-0.227474757,0.474352288,-1.499953258,-0.948829512,2.976756787,7.97553528,-2.192878373,0.88950187,0
1.379075281,1.592096937,-1.499953258,-0.948829512,2.668955353,-0.613797324,4.605286547,1.297202532,1
-1.268671298,0.343695105,0.15730589,-0.948829512,4.726659165,0.137499215,-1.556887996,3.036000475,1
-4.259965892,-0.802514487,2.870666226,-0.948829512,2.213824767,-2.216825513,-1.554444333,1.674794348,1
0.783560879,1.592096937,0.609756093,-0.948829512,0.128684228,1.902597067,4.605286547,-0.38844367,0
1.184140753,1.630585685,-1.499953258,-0.948829512,-2.316898223,-0.853155813,-2.203388849,-1.941083831,0
-1.508086482,-1.835883932,-1.499953258,-0.948829512,-0.855752426,0.343315755,-0.678198487,-0.861825121,0
-1.885673888,-0.156251922,0.609756093,-0.948829512,-0.235786683,0.093114001,-0.450231428,2.286474441,0
1.667982668,1.630585685,0.609756093,-0.948829512,-2.316898223,0.63917844,4.605286547,-2.871927747,0
-0.184469084,1.592096937,-1.499953258,2.123277097,-1.707967219,1.243661603,4.605286547,0.744403135,0
1.138719654,1.273153247,-1.499953258,0.537185986,-0.858921314,-2.217009078,-2.200577274,-1.53185933,0
2.500739565,1.592096937,0.15730589,-0.948829512,1.103656908,-1.468394128,-0.682342374,-1.736471581,0
-0.032480093,-0.794139302,-0.44751089,2.123277097,-1.130090539,0.093593873,-0.274236931,-1.397511669,0
0.022846937,0.43586354,-1.499953258,2.123277097,-2.316898223,-2.060094871,-0.262691959,-0.263323244,0
-2.317803949,-1.020914557,2.870666226,-0.948829512,2.668955353,-1.380999829,-2.640956097,0.949015386,1
0.057105651,1.311641996,1.206489326,2.123277097,-1.572382607,1.210431944,-0.04109676,-1.736471581,0
0.257905573,-1.183463688,-1.499953258,-0.948829512,0.602224483,-1.424513413,-1.976538412,1.134990948,0
-2.629646562,-0.701970867,2.870666226,2.123277097,-0.935377361,-0.87687695,-0.897197801,-0.933357453,0
0.638982853,-0.383027177,0.760956875,-0.948829512,4.726659165,-0.153901193,-1.755311125,2.422163722,1
-3.51787479,-0.383027177,-1.499953258,2.123277097,-1.910144385,-0.789482651,-1.35453667,0.69081504,0
0.839958087,-0.701970867,-1.499953258,-0.948829512,-2.18131361,-0.274629248,-1.756643437,0.488812152,0
1.796289686,1.592096937,1.810140311,-0.948829512,4.583156826,-0.922730091,-2.192878373,3.036000475,1
0.211022771,-0.383027177,-0.450769822,-0.948829512,-2.045728998,0.034119954,-1.757386876,1.288765981,0
0.76042944,1.311641996,0.760956875,-0.948829512,-2.316898223,0.000994391,-0.672575337,-0.524132951,0
0.283427003,-0.701970867,-1.499953258,-0.948829512,4.447572213,0.90170737,-0.703732094,2.295701676,1
-0.863613959,1.630585685,-0.450769822,-0.948829512,-0.858921314,0.067533179,-0.690574296,-2.962154297,0
-2.198597581,-0.383027177,1.810140311,0.537185986,-1.301213382,1.472481001,-0.03650725,0.284199901,0
