cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,evac_decision
-2.294628486,0.155408598,1.206489326,-0.948829512,-1.843551832,2.09547225,-0.256320098,-1.137969704,0
1.657512063,-0.701970867,2.267015241,-0.948829512,-0.991337038,-1.671895738,-1.099181215,2.286474441,0
0.943228972,-0.344538429,-1.499953258,-0.948829512,-0.46203097,1.007113899,-0.050198069,-0.596273748,0
-1.014398069,1.592096937,-1.499953258,-0.948829512,-2.316898223,-0.451886598,-1.554660023,0.817277087,0
1.948189135,0.474352288,-0.450769822,2.123277097,-2.316898223,2.430178049,4.605286547,-2.61111804,0
1.106908195,0.954209558,-1.499953258,-0.948829512,0.195470646,1.269826394,-0.700842808,-1.188948436,0
-1.744024619,0.11691985,0.609756093,0.537185986,-1.252836634,0.695762106,-0.262691959,-4.493490879,0
-2.810712114,-0.941612033,-0.439427343,-0.948829512,-1.117252021,-1.71811601,-2.421804561,0.161688836,0
1.407598296,-0.663482119,-1.499953258,-0.948829512,-1.707967219,0.05000082,-1.127608523,1.615098613,0
-0.661600375,-0.344538429,-1.499953258,-0.948829512,-0.584583201,-1.954296583,4.605286547,2.028274096,0
-2.886260109,0.43586354,1.810140311,2.123277097,0.128684228,-2.2038349,-2.01584938,2.503713973,0
-0.294424431,-3.477531492,2.267015241,2.123277097,-2.18131361,-1.336639242,-1.540671388,-1.19416716,0
1.479677393,-2.020753396,-1.499953258,-0.948829512,-1.301213382,7.97553528,4.605286547,-1.941083831,0
1.657512063,-1.020914557,0.609756093,-0.948829512,-2.18131361,-2.808709821,-1.563843459,-0.728745202,0
1.322501669,0.155408598,2.870666226,2.123277097,2.380841343,0.899080151,-0.260909608,1.493929168,0
-0.94196181,-2.692171381,-1.499953258,-0.948829512,2.213824767,0.400187082,4.605286547,2.626775973,1
-2.051984453,-0.52096753,2.870666226,2.123277097,-1.707967219,-0.186650981,-0.061825167,0.063800071,0
1.292107836,0.954209558,2.267015241,-0.948829512,0.373144321,-1.921250489,4.605286547,-0.263323244,1
1.561902374,-0.701970867,-0.44751089,-0.948829512,-2.045728998,-0.863990433,-1.983125962,1.358239887,0
-3.357343011,1.911040627,-1.499953258,2.123277097,-0.587752089,0.652169053,-0.262691959,-0.181772993,0
-0.8800165,-1.020914557,0.15730589,-0.948829512,3.58568779,-0.879216507,-2.195322036,2.154736143,1
-1.874529058,0.43586354,-1.499953258,2.123277097,0.951021001,1.550175344,4.605286547,0.073027306,0
-1.234430477,-0.764025739,-1.499953258,2.123277097,2.940124578,-0.232583591,4.605286547,2.371975674,1
1.861638741,-1.020914557,0.609756093,-0.948829512,-2.18131361,1.797086441,0.599780942,0.225477069,0
-2.774343719,-0.344538429,0.15730589,-0.948829512,2.804539965,0.592774603,-0.050280195,-0.391053032,0
-0.216163395,-0.710346053,1.810140311,-0.948829512,1.370613356,1.360031477,4.605286547,-1.197384986,0
0.604292066,-3.197076551,2.870666226,2.123277097,-0.504120032,-1.921066924,-1.556887996,1.823661845,0
1.329967684,1.949529375,1.206489326,-0.948829512,-2.18131361,-1.671895738,-2.864994958,1.153627636,0
0.917921013,0.474352288,-1.499953258,2.123277097,-2.045728998,0.000890294,-0.920369871,1.748729467,0
0.108203546,-2.659732791,0.609756093,0.537185986,2.120706858,-1.290523067,-1.147014306,0.075636668,0
-2.647294891,0.597216241,0.609756093,-0.948829512,-1.843551832,0.134767899,4.605286547,-3.879654126,0
1.01335539,1.592096937,-0.450769822,-0.948829512,2.700387317,-2.217192643,-1.132648071,2.626775973,1
-1.77601139,0.954209558,-1.499953258,-0.948829512,2.835971929,-0.806935541,-0.489460269,0.822553339,1
1.133347956,-0.916449595,-1.499953258,-0.948829512,-2.316898223,0.345759409,-0.677830575,-1.265699492,0
1.57931918,0.11691985,-1.499953258,-0.948829512,4.583156826,-0.511097483,-1.98816551,1.827061892,0
-2.401390687,1.592096937,-1.499953258,2.123277097,-1.572382607,0.695762106,-0.262691959,-0.728745202,0
0.659145377,-2.368162029,0.609756093,-0.948829512,0.446349156,7.97553528,-0.240263327,0.828562747,0
1.657132787,-5.234255537,-1.499953258,-0.948829512,0.581933768,-0.451886598,-1.121020973,0.694215087,0
0.872875714,-2.23082764,-0.44751089,2.123277097,-1.910144385,-0.011996222,-1.139681244,1.196646876,1
2.553804008,-2.878132861,1.662198461,2.123277097,-2.18131361,-2.217192643,-1.987637761,3.036000475,0
1.001507752,0.474352288,2.870666226,2.123277097,-0.190861745,0.945300423,0.180130527,-1.941083831,0
1.832088129,-0.344538429,-1.499953258,2.123277097,0.891432471,0.343236286,-0.899425774,0.608713854,1
-1.189001695,-0.383027177,-1.499953258,-0.948829512,-2.045728998,0.296936545,-0.049081446,0.488812152,0
1.515862793,-0.383027177,0.609756093,-0.948829512,0.512941709,-0.264161758,4.605286547,1.033725934,0
0.617593725,1.911040627,-1.499953258,-0.948829512,-1.843551832,-0.819822057,4.605286547,1.825003465,0
-0.200053703,-0.20202384,2.267015241,-0.948829512,0.237559708,0.150569297,-1.339804597,-0.267274226,0
-0.486588356,-1.339858247,-1.499953258,-0.948829512,1.95549406,0.093777438,-1.751756111,1.153627636,1
2.280327882,-2.078289246,-0.450769822,-0.948829512,-0.584583201,-1.674235295,-1.551714885,3.036000475,0
1.574724811,-0.383027177,-1.499953258,2.123277097,-0.235786683,-2.060094871,-2.421804561,-1.73246307,0
0.531561578,-0.20202384,1.206489326,-0.948829512,-2.18131361,-1.349996986,-2.647911559,-2.746807321,0
0.859523391,1.630585685,0.15730589,2.123277097,-1.910144385,7.97553528,-0.719870991,1.141000356,0
0.184192638,1.273153247,-1.499953258,-0.948829512,-1.555343104,-1.408999677,4.605286547,-3.4857645,0
-1.502946307,-1.260555723,0.613015025,2.123277097,-1.843551832,-0.8174825,-0.046351998,-1.802785189,0
-2.594372536,0.954209558,0.15730589,-0.948829512,-0.246821423,-0.158467567,-1.345059835,0.612664836,1
-0.257516531,0.43586354,-1.499953258,-0.948829512,-2.045728998,-2.808709821,-2.864994958,0.822553339,0
1.415667517,-2.416789121,-1.499953258,2.123277097,4.311987601,-1.118287334,-1.540671388,1.810483629,1
1.423141213,-0.344538429,0.609756093,2.123277097,1.374826132,1.797006972,0.368868745,-1.206243505,0
1.058580208,1.592096937,0.15730589,2.123277097,-0.991337038,-0.863702772,-1.115765735,0.269753942,0
-1.422627341,1.592096937,-0.44751089,2.123277097,0.784110934,-2.060094871,-2.864994958,3.036000475,0
-3.777429992,-0.663482119,1.217831805,-0.948829512,-0.981667409,1.254416755,4.605286547,-0.252588519,0
2.151200475,-0.701970867,-1.499953258,-0.948829512,2.668955353,0.389640124,0.831220889,0.199489352,1
-1.078749322,-2.140294757,-1.499953258,-0.948829512,2.564802704,-0.527057818,-1.764342338,-0.984336185,0
1.941167388,-0.20202384,2.870666226,-0.948829512,-1.843551832,-0.526586591,-2.203388849,-0.399012525,0
-0.36874475,0.992698306,-1.499953258,-0.948829512,-1.707967219,-1.053767169,4.605286547,2.831388224,0
1.352044599,0.954209558,0.15730589,2.123277097,1.027017083,-0.510993387,-1.34224826,0.744403135,0
2.151200475,-0.383027177,-1.499953258,-0.948829512,1.093609637,0.63917844,-0.050198069,1.087314028,0
2.023575364,-1.377907874,-1.499953258,-0.948829512,-2.18131361,-0.881923195,-1.784569271,-2.61111804,0
2.100990916,-0.663482119,2.267015241,-0.948829512,2.213824767,-0.215234798,-1.121020973,-1.729853708,1
-0.580389598,-2.125218358,-0.439427343,-0.948829512,0.310764543,-0.21775792,-1.115765735,0.275581131,0
-2.028242214,1.630585685,2.870666226,-0.948829512,-1.252836634,-1.929003423,4.605286547,2.626775973,0
-2.001774894,1.592096937,-1.499953258,2.123277097,-1.843551832,0.904414058,-0.036952873,-0.603624776,0
1.180380771,-0.701970867,-1.499953258,-0.948829512,-1.081996713,0.620590886,-0.892024689,-0.190449292,0
0.901003212,1.592096937,0.609756093,0.537185986,-0.991337038,1.786539483,-0.01792469,0.278798957,1
-1.185218675,-3.777477441,0.760956875,2.123277097,4.591074552,-2.808709821,-1.351431695,-0.91677919,1
0.39390144,-1.020914557,-0.450769822,0.537185986,2.976756787,0.09107075,-0.670797402,0.815218661,1
0.574714874,0.954209558,-1.499953258,-0.948829512,2.668955353,0.636471752,0.602008916,1.483360314,1
-0.323323651,-3.259131423,-1.499953258,-0.948829512,0.620263246,-0.199458028,4.605286547,1.698541419,1
-2.283113162,0.11691985,2.870666226,-0.948829512,-1.910144385,-2.060094871,-2.864994958,-1.6007823,0
0.066145069,0.43586354,-0.450769822,-0.948829512,-2.316898223,-2.808709821,-2.864994958,0.084386845,0
-0.040523681,-1.168387289,-1.499953258,2.123277097,-0.517990647,-0.449075814,-0.703732094,2.040350441,0
1.307179179,0.11691985,-0.450769822,2.123277097,-0.355696902,-2.217192643,4.605286547,0.815935467,0
1.229938938,-2.444162048,1.217831805,-0.948829512,-2.316898223,-0.794049025,-1.356604807,0.608713854,1
1.686444193,1.592096937,-0.450769822,-0.948829512,-1.910144385,-0.451886598,-1.107248028,-0.181222057,0
1.863520312,1.911040627,-1.499953258,-0.948829512,-2.18131361,-0.174164867,4.605286547,0.145901258,0
-1.53743313,1.592096937,0.609756093,-0.948829512,-0.313413976,7.97553528,-1.118209398,-1.660930738,0
-2.301898219,-0.701970867,2.267015241,-0.948829512,1.343394169,2.414847879,1.010775671,0.067751053,1
-2.819765545,1.273153247,2.267015241,-0.948829512,-0.855752426,0.36929698,-1.555771374,-3.620902845,0
1.657512063,-1.020914557,-1.499953258,-0.948829512,-1.910144385,-1.921434054,-2.421804561,1.082095304,0
-3.051827859,1.949529375,-1.499953258,2.123277097,-1.843551832,-1.339825802,4.605286547,-4.288878628,0
-0.216891342,1.592096937,0.609756093,0.537185986,-0.981667409,-1.023244198,0.401725726,-2.61111804,0
-2.307817753,1.273153247,2.870666226,-0.948829512,-2.18131361,-2.808709821,-2.864994958,-0.452147916,1
0.614785826,-4.41536482,1.662198461,2.123277097,4.040818376,0.386829339,0.173758666,0.281590539,1
1.947643328,1.630585685,-1.499953258,2.123277097,-0.626866127,-1.69187175,-1.351431695,0.469624527,0
2.00555654,-1.020914557,-1.499953258,-0.948829512,-1.252836634,-0.832996235,-1.537859813,-0.933357453,0
-1.593582352,-0.663482119,0.609756093,-0.948829512,0.765517488,-1.056473858,-1.563843459,1.153627636,0
-1.180005826,1.630585685,-1.499953258,0.537185986,-2.316898223,0.665239134,-0.920154181,0.404652539,0
0.240545823,1.273153247,-1.499953258,-0.948829512,1.374826132,-1.316479664,-1.983493874,-0.383775882,0
-2.918238099,1.949529375,1.810140311,-0.948829512,-0.584583201,-0.866329991,-1.342088423,-0.798935914,1
0.33931794,-0.079159887,-0.450769822,0.537185986,1.684324835,-1.056473858,-1.563843459,0.744403135,0
-1.123469646,1.592096937,-1.499953258,-0.948829512,-1.081996713,0.386933435,-0.899425774,-1.390160641,0
-1.776602311,1.911040627,-1.499953258,-0.948829512,1.95549406,-2.309633188,-1.979349987,-2.815730291,1
1.099821457,0.43586354,-0.450769822,-0.948829512,-2.316898223,-1.468210562,-2.192878373,-1.604733282,0
0.658807413,-0.482478781,1.206489326,2.123277097,-0.084527678,-0.884070543,4.605286547,-0.933357453,0
2.505500465,1.630585685,-1.499953258,2.123277097,0.615063001,1.197649524,0.618891252,-1.062428861,0
-2.419717679,0.43586354,-0.450769822,-0.948829512,3.115058881,-1.133504763,-1.763010026,1.49653853,0
1.238416086,-0.663482119,-1.499953258,-0.948829512,-2.18131361,-0.294868295,-1.111837537,1.423664578,0
2.355997835,0.474352288,1.662198461,-0.948829512,1.510410745,0.607887935,-0.262691959,-0.19780032,0
0.814556676,1.592096937,0.15730589,2.123277097,-0.142291133,-1.115764211,-2.195322036,1.701150781,0
-1.791924802,1.630585685,-1.499953258,-0.948829512,0.208309163,-1.129121955,4.605286547,-2.827806636,1
-2.587814392,1.311641996,1.810140311,-0.948829512,0.921770456,-0.8244679,-1.973726837,1.944114483,1
0.236171881,-4.15390762,-1.499953258,-0.948829512,-0.858921314,-0.8244679,-2.030867239,1.074135812,0
-2.578846082,-3.058093543,2.870666226,-0.948829512,4.176402988,-0.806935541,-0.255736497,1.153627636,1
1.713502435,-1.020914557,-1.499953258,-0.948829512,-1.572382607,1.257123443,-0.464593247,-2.145696082,0
-0.994186551,1.311641996,1.662198461,-0.948829512,-1.843551832,1.269346522,1.038459541,-2.47542876,0
-2.294811481,1.592096937,0.15730589,-0.948829512,-0.935377361,1.796902876,0.401725726,-1.478271235,0
1.52551301,-3.234522644,-1.499953258,-0.948829512,-0.142291133,-0.830289547,-1.088081865,1.701150781,1
0.581771136,1.949529375,-0.450769822,-0.948829512,-0.46203097,1.004590776,4.605286547,-3.267974033,0
-1.119213241,-2.163707106,0.760956875,-0.948829512,-1.572382607,-0.169198091,-0.299852664,3.036000475,0
1.00542543,0.954209558,1.206489326,-0.948829512,-0.946412101,-0.910210706,4.605286547,-3.825515096,0
-0.01904229,0.954209558,2.870666226,2.123277097,-1.130090539,-0.789299086,-1.093337103,-0.27534206,0
2.580655171,0.635265868,1.810140311,2.123277097,-2.045728998,-1.126415266,4.605286547,-2.337582819,0
-3.877617586,-0.383027177,0.760956875,-0.948829512,0.038218417,-1.056290292,-1.123832548,0.404101603,0
1.052104268,0.474352288,1.206489326,-0.948829512,-1.572382607,-0.567577052,-1.551632759,-1.401388773,0
0.239155414,-2.739149854,-1.499953258,-0.948829512,-0.720167814,1.238823551,0.173175065,0.488812152,0
-0.039435947,1.911040627,-0.450769822,2.123277097,-2.316898223,0.137474588,0.595637055,1.082095304,0
1.529886951,-2.878132861,0.609756093,-0.948829512,4.726659165,-2.013691033,-2.214933821,2.626775973,1
1.309467586,0.954209558,0.760956875,-0.948829512,0.358763651,-0.155840348,4.605286547,-1.519232049,1
1.00934426,-0.040671139,-0.450769822,2.123277097,-1.910144385,0.623297574,4.605286547,-2.544253496,0
-2.531719815,-0.383027177,-1.499953258,2.123277097,-2.18131361,-1.041360525,-2.640956097,-1.478271235,0
-1.339294643,1.911040627,0.609756093,-0.948829512,-2.045728998,-2.808709821,-2.864994958,-1.40879733,0
-1.678068179,-2.559189171,-1.499953258,-0.948829512,-0.855752426,-0.557397224,-2.864994958,-0.728745202,0
1.75543881,-3.011115071,1.206489326,-0.948829512,-2.316898223,0.314181242,-0.662357406,0.737234326,0
1.532354878,-0.383027177,-0.44751089,-0.948829512,0.784110934,-1.691767654,4.605286547,3.036000475,0
-1.694249199,-0.801422471,2.267015241,2.123277097,1.159432808,0.948111207,0.602592517,0.272363304,0
-0.320365187,1.311641996,-1.499953258,0.537185986,-1.436797994,0.093697969,-0.262691959,-1.150596985,0
-0.83429487,-1.740298454,-1.499953258,-0.948829512,-2.045728998,0.299459668,4.605286547,0.829113683,1
-1.676207638,1.592096937,1.662198461,-0.948829512,-0.855752426,-2.808709821,-2.864994958,1.823661845,0
0.619679259,1.592096937,-1.499953258,-0.948829512,2.213824767,0.934937029,4.605286547,2.091089425,1
-2.551628991,-0.064083488,0.609756093,-0.948829512,1.229194249,-0.776124908,4.605286547,-1.586096593,1
0.725570093,1.311641996,0.15730589,-0.948829512,0.138547722,-2.808709821,-1.981425738,1.291926279,1
-2.60183855,-2.596635264,-0.450769822,-0.948829512,-1.081996713,-1.921250489,-1.319076189,0.15117751,0
-2.653149433,-2.151410578,0.15730589,-0.948829512,-0.846082796,1.282233038,4.605286547,0.366301087,0
2.287414621,1.273153247,-1.499953258,-0.948829512,-0.517990647,-1.362699936,-2.640956097,0.488812152,0
-0.281695445,0.992698306,-0.450769822,2.123277097,0.167798267,7.97553528,4.605286547,-4.084266377,0
-2.160292246,-0.584065057,2.870666226,-0.948829512,-0.235786683,-1.625308335,-2.419360898,3.036000475,0
2.397239084,-1.540896126,0.601672546,-0.948829512,1.333724539,-1.072067062,-1.562143234,1.49653853,1
-3.750575714,1.273153247,-1.499953258,-0.948829512,-2.316898223,1.57352935,0.160385179,-1.604733282,0
2.551336082,-0.663482119,-1.499953258,2.123277097,-2.18131361,1.007009803,4.605286547,-1.6007823,0
-2.429144055,1.630585685,0.609756093,2.123277097,-2.316898223,-0.292161607,-1.77567162,1.819710863,0
2.021082993,-0.774049544,1.206489326,-0.948829512,-2.18131361,-2.499777054,-2.226560919,0.071759564,0
1.232807836,-1.020914557,1.662198461,-0.948829512,4.447572213,1.226233341,4.605286547,3.036000475,1
-1.338724752,-0.064083488,1.662198461,-0.948829512,1.364778861,0.762221425,-1.754943213,1.701150781,1
1.215755932,-0.701970867,-1.499953258,-0.948829512,-0.846082796,-1.920883358,0.189313962,0.14851062,0
1.254321815,-0.383027177,0.609756093,-0.948829512,4.99782839,-1.501623787,-2.640956097,3.036000475,1
-1.692866089,-1.020914557,2.870666226,0.537185986,4.591074552,-1.056473858,-1.563843459,0.539790884,1
1.43567397,1.592096937,0.609756093,0.537185986,4.311987601,-1.501727884,-2.864994958,1.546175642,0
